workorderid,description,priority,status,submit_to,proj_start_date,proj_finish_date,actual_start,actual_finish,shop,map_page,address,location,category,date_initiated,project,total_cost,comments,zone,request_ids,resolution,sr_problem_code,sr_description,sr_priority,projected_start_date,projected_start_time,projected_finish_date,projected_finish_time,actual_start_date,actual_start_time,actual_finish_date,actual_finish_time,initiated_date,initiated_time
366137,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-27 09:01:00,2023-01-28 09:01:00,2023-01-30 12:00:00,2023-01-30 12:00:00,B,455G,8815 FELAND ST (LAKEWOOD LIBRARY),"Remove dead 19"" Live in front of library on ground and standing.",TREEMAINTENANCE,2023-01-27 09:01 AM,FY23 - Tree Maintenance,157.0,INV 135853,"4, ZONE",192877,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,1.0,2023-01-27,09:01 AM,2023-01-28,09:01 AM,2023-01-30,12:00 PM,2023-01-30,12:00 PM,2023-01-27,09:01 AM
366138,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-27 09:35:00,2023-02-26 09:35:00,2023-03-03 12:00:00,2023-07-22 12:00:00,G,491T,"5830 WESTHEIMER RD, HOUSTON, TEXAS, 77057","Trim 28 "" one live oak tree at the back side of address ( library) to clear the building walls. ",TREEMAINTENANCE,2023-01-27 09:35 AM,FY24 - Prime Trees,94.0,Invoice #144287,"2, ZONE",192748,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,1.0,2023-01-27,09:35 AM,2023-02-26,09:35 AM,2023-03-03,12:00 PM,2023-07-22,12:00 PM,2023-01-27,09:35 AM
366139,REMOVAL BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2023-01-27 10:25:00,2023-02-26 10:25:00,2023-01-27 10:25:00,2023-03-15 12:26:00,06,453Z,3501 MAURY ST,"Remove dead 5"" conifer on maury side of address tree not marked",TREEMAINTENANCE,2023-01-27 10:25 AM,,0.0,"From Request 190968:
  Code: Tree Removal
  Description: Tree Removal Inspection
  Details: PRD Service Request record is locked for tranhsfer to PRD-Cityworks Database at 2022-09-30T11:44:11.682-05:00 Dynamic365 Case Id : 2200610079
  Comments: Ent","4, ZONE",190968,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,3.0,2023-01-27,10:25 AM,2023-02-26,10:25 AM,2023-01-27,10:25 AM,2023-03-15,12:26 PM,2023-01-27,10:25 AM
366140,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-27 10:35:00,2023-02-26 10:35:00,2023-03-13 12:00:00,2023-04-13 12:00:00,H,452D,314 RED RIPPLE RD,Prune 2 private red Oaks for 14' over the street clearance ,TREEMAINTENANCE,2023-01-27 10:35 AM,FY23 - Tree Maintenance,147.0,Invoice #139035.,"3, ZONE",190804,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3.0,2023-01-27,10:35 AM,2023-02-26,10:35 AM,2023-03-13,12:00 PM,2023-04-13,12:00 PM,2023-01-27,10:35 AM
366141,TREE/SEEDLING PLANTING,4,CLOSED,"UF, PARTNER",2023-01-27 10:40:00,2024-01-27 10:40:00,2023-01-27 10:40:00,2023-01-27 12:00:00,B,414W,10220 SHADY LN (SHADY LANE PARK),192 Mixed species - 15g,TREEPLANTING,2023-01-27 10:40 AM,,0.0,"From Request 189223:
  Code: Tree Planting
  Description: Tree Planting Inspection
  Details: 
  Comments: Walked perimeter of park. Proposed trees do not interfere with existing features per urban forestry assessment.Markup from park manager is att","4, ZONE",189223,09 - Tree Portal entry completed.,Tree Planting,Tree Planting Inspection,5.0,2023-01-27,10:40 AM,2024-01-27,10:40 AM,2023-01-27,10:40 AM,2023-01-27,12:00 PM,2023-01-27,10:40 AM
366142,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-27 10:57:00,2023-02-26 10:57:00,2023-03-13 12:00:00,2023-08-15 12:00:00,C,492R,"1475 W GRAY ST, HOUSTON, TEXAS, 77019","Remove one 44"" liveoak tree at the ball field of this address and grind the resulting stump.  ",TREEMAINTENANCE,2023-01-27 10:57 AM,FY24 - Prime Trees,682.0,Invoice #145050,"2, ZONE","192976,195119",00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-01-27,10:57 AM,2023-02-26,10:57 AM,2023-03-13,12:00 PM,2023-08-15,12:00 PM,2023-01-27,10:57 AM
366143,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-27 11:27:00,2023-02-26 11:27:00,2023-03-13 12:00:00,2023-04-28 12:00:00,H,453U,416 ENGLISH ST,"Trim 31"" Water Oak at address to street clearance",TREEMAINTENANCE,2023-01-27 11:27 AM,FY23 - Tree Maintenance,105.0,Invoice #139686.,"4, ZONE",190931,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,3.0,2023-01-27,11:27 AM,2023-02-26,11:27 AM,2023-03-13,12:00 PM,2023-04-28,12:00 PM,2023-01-27,11:27 AM
366144,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-27 11:48:00,2023-02-26 11:48:00,2023-03-13 12:00:00,2023-06-06 12:00:00,H,453V,1202 GRIFFIN ST,Trim 12 hackberry in fence at address to street clearance ,TREEMAINTENANCE,2023-01-27 11:48 AM,FY23 - Tree Maintenance,73.0,Invoice #141519,"4, ZONE",191395,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3.0,2023-01-27,11:48 AM,2023-02-26,11:48 AM,2023-03-13,12:00 PM,2023-06-06,12:00 PM,2023-01-27,11:48 AM
366145,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-27 12:09:00,2023-02-26 12:09:00,2023-03-13 12:00:00,2023-07-27 12:00:00,H,453V,5419 GANO ST,"Remove and stump grind 33"" ash at 5515 Gano st",TREEMAINTENANCE,2023-01-27 12:09 PM,FY24 - Prime Trees,582.0,Invoice #144288,"4, ZONE",191334,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,3.0,2023-01-27,12:09 PM,2023-02-26,12:09 PM,2023-03-13,12:00 PM,2023-07-27,12:00 PM,2023-01-27,12:09 PM
366146,EMERGENCY TRIM BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2023-01-27 13:56:00,2023-01-28 13:56:00,2023-01-27 13:56:00,2023-01-30 08:46:00,01,452J,1814 CHIPPENDALE RD,Prune broken and hanging limb over driveway higher Priority ,TREEMAINTENANCE,2023-01-27 01:56 PM,,105.0,"From Request 190913:
  Code: Tree Trim
  Description: Tree Trim Inspection
  Details: PRD Service Request record is locked for tranhsfer to PRD-Cityworks Database at 2022-09-28T08:55:30.705-05:00 Dynamic365 Case Id : 2200607174
  Comments: Entered C","3, ZONE",190913,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3.0,2023-01-27,01:56 PM,2023-01-28,01:56 PM,2023-01-27,01:56 PM,2023-01-30,08:46 AM,2023-01-27,01:56 PM
366147,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-27 13:58:00,2023-02-26 13:58:00,2023-03-13 12:00:00,2023-04-13 12:00:00,H,453R,6930 COCHRAN ST,"Remove 12"" Pecan infront of address ",TREEMAINTENANCE,2023-01-27 01:58 PM,FY23 - Tree Maintenance,89.25,Invoice #139035.,"4, ZONE",191373,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3.0,2023-01-27,01:58 PM,2023-02-26,01:58 PM,2023-03-13,12:00 PM,2023-04-13,12:00 PM,2023-01-27,01:58 PM
366148,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-27 14:02:00,2023-02-06 14:02:00,2023-01-30 12:00:00,2024-02-04 12:00:00,F,528V,"10307 SUN CITY CT, HOUSTON, TEXAS, 77099",Remove one split tree in front of the address and grind the resulting stump. ,TREEMAINTENANCE,2023-01-27 02:02 PM,FY24 - Prime Trees,435.75,Invoice #152564,"2, ZONE",191080,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,1.0,2023-01-27,02:02 PM,2023-02-06,02:02 PM,2023-01-30,12:00 PM,2024-02-04,12:00 PM,2023-01-27,02:02 PM
366149,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-27 14:02:00,2023-02-26 14:02:00,2023-03-13 12:00:00,2023-04-13 12:00:00,H,453R,6930 COCHRAN ST,Trim 3 Mulberry for clearance from street at address,TREEMAINTENANCE,2023-01-27 02:02 PM,FY23 - Tree Maintenance,185.0,Invoice #139035.,"4, ZONE",191373,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3.0,2023-01-27,02:02 PM,2023-02-26,02:02 PM,2023-03-13,12:00 PM,2023-04-13,12:00 PM,2023-01-27,02:02 PM
366150,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-27 14:12:00,2023-02-26 14:12:00,2023-03-13 12:00:00,2023-04-13 12:00:00,C,452J,1814 CHIPPENDALE RD,"Prune deadwood from 34"" red oak ",TREEMAINTENANCE,2023-01-27 02:12 PM,FY23 - Tree Maintenance,105.0,Invoice #139035.,"3, ZONE",190913,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3.0,2023-01-27,02:12 PM,2023-02-26,02:12 PM,2023-03-13,12:00 PM,2023-04-13,12:00 PM,2023-01-27,02:12 PM
366151,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2023-01-27 14:45:00,2024-01-27 14:45:00,2023-01-27 14:45:00,2023-01-27 12:00:00,D,573G,4207 FRIAR POINT RD,"2 Oaks - 1 1/2"" caliper ",TREEPLANTING,2023-01-27 02:45 PM,,0.0,"From Request 192730:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments: Please see inquiry. Please see site plan. Please see inquiiry.","6, ZONE",192730,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6.0,2023-01-27,02:45 PM,2024-01-27,02:45 PM,2023-01-27,02:45 PM,2023-01-27,12:00 PM,2023-01-27,02:45 PM
366152,STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-27 15:26:00,2024-01-27 15:26:00,2023-03-13 12:00:00,2023-04-05 12:00:00,C,492R,"1475 W GRAY ST, HOUSTON, TEXAS, 77019","Remove/grind one stump at the back side of the address, by the side of parking lot and entry point. ",TREEMAINTENANCE,2023-01-27 03:26 PM,FY24 - Prime Trees,147.0,"Per contractor, stump cannot be grounded due to pole in between. See photo and email attached. Cancel work order.","2, ZONE",192977,02 - Canceled. Obstruction of work site.,Tree Stump Grinding,Tree Stump Inspection,1.0,2023-01-27,03:26 PM,2024-01-27,03:26 PM,2023-03-13,12:00 PM,2023-04-05,12:00 PM,2023-01-27,03:26 PM
366153,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-29 22:34:00,2023-02-28 22:34:00,2023-01-30 12:00:00,2023-01-31 12:00:00,I,534G,2999 S WAYSIDE DR (GRAGG PARK),Remove fallen tree near headquarters building at Gragg Park. The tree is located near the visitor parking lot off S Wayside Dr.,TREEMAINTENANCE,2023-01-29 10:34 PM,FY23 - Tree Maintenance,157.0,INV 135853,"6, ZONE",193093,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,1.0,2023-01-29,10:34 PM,2023-02-28,10:34 PM,2023-01-30,12:00 PM,2023-01-31,12:00 PM,2023-01-29,10:34 PM
366154,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2023-01-30 07:36:00,2024-01-30 07:36:00,2023-01-30 07:36:00,2023-01-30 12:00:00,I,535N,7510 BRADFORD ST,"2 Oaks - 1 1/2"" caliper",TREEPLANTING,2023-01-30 07:36 AM,,0.0,"From Request 192733:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments: Please see revision to plan.18"" Oak on plan is a 24"" sweetgum, can they keep driveway at current width to protect tree, no side","6, ZONE",192733,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6.0,2023-01-30,07:36 AM,2024-01-30,07:36 AM,2023-01-30,07:36 AM,2023-01-30,12:00 PM,2023-01-30,07:36 AM
366155,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2023-01-30 07:39:00,2024-01-30 07:39:00,2023-01-30 07:39:00,2023-01-30 12:00:00,B,455A,9402 CROFTON ST,"2 Live Oak - 1 1/2"" caliper ",TREEPLANTING,2023-01-30 07:39 AM,,0.0,"From Request 192812:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments: Which tree shown on the plan is actually a 32"" American Elm?Urban Forestry has inspected the site and determined that the tree","4, ZONE",192812,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6.0,2023-01-30,07:39 AM,2024-01-30,07:39 AM,2023-01-30,07:39 AM,2023-01-30,12:00 PM,2023-01-30,07:39 AM
366156,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2023-01-30 07:44:00,2024-01-30 07:44:00,2023-01-30 07:44:00,2023-01-30 12:00:00,K,532P,9330 S MAIN ST (R-000267-128A-4) ,"4 - 4"" approved species 
or 
2 - 8"" approved species",TREEPLANTING,2023-01-30 07:44 AM,,0.0,"From Request 193026:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments: Please see site plan for tree removal. Removal approved, but update the permit to include the replacement tree options the cust","7, ZONE",193026,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,8.0,2023-01-30,07:44 AM,2024-01-30,07:44 AM,2023-01-30,07:44 AM,2023-01-30,12:00 PM,2023-01-30,07:44 AM
366157,DEBRIS PICK-UP,2,CLOSED,"UF, IN-HOUSE",2023-01-30 08:23:00,2023-02-09 08:23:00,2023-01-30 08:23:00,2023-02-01 10:02:00,02,531T,5234 VALKEITH DR,Pickup 1 broken limb on side of the street,TREEMAINTENANCE,2023-01-30 08:23 AM,,0.0,"From Request 193064:
  Code: Tree Removal
  Description: Tree Removal Inspection
  Details: PRD Service Request record is locked for tranhsfer to PRD-Cityworks Database at 2023-01-26T23:41:33.185-06:00 Dynamic365 Case Id : 2300745947
  Comments: Ent","7, ZONE",193064,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,1.0,2023-01-30,08:23 AM,2023-02-09,08:23 AM,2023-01-30,08:23 AM,2023-02-01,10:02 AM,2023-01-30,08:23 AM
366158,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-30 09:42:00,2023-03-01 09:42:00,2023-03-13 12:00:00,2023-04-21 12:00:00,C,452Z,"1041 TULANE ST,HOUSTON ",Trim the branches of small oak trees on both sides of the address (W 11th st and Tulane st) to  ease the sidewalk. ,TREEMAINTENANCE,2023-01-30 09:42 AM,FY23 - Tree Maintenance,247.0,Invoice# 139394.,"3, ZONE",190766,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-01-30,09:42 AM,2023-03-01,09:42 AM,2023-03-13,12:00 PM,2023-04-21,12:00 PM,2023-01-30,09:42 AM
366159,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-30 09:44:00,2023-03-01 09:44:00,2023-03-13 12:00:00,2023-06-01 12:00:00,B,415S,7639 AIIDEN RIDGE LN,"Remove and grind a dead 13"" Pine tree and a 4"" Hackberry to the right of neighborhood entrance along Little York rd",TREEMAINTENANCE,2023-01-30 09:44 AM,FY23 - Tree Maintenance,141.0,Invoice #141519,"4, ZONE",193092,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,1.0,2023-01-30,09:44 AM,2023-03-01,09:44 AM,2023-03-13,12:00 PM,2023-06-01,12:00 PM,2023-01-30,09:44 AM
366160,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-30 10:09:00,2023-03-01 10:09:00,2023-03-13 12:00:00,2023-07-13 12:00:00,K,530Z,6039 BANKSIDE DR,"Remove and stump grind dead 22"" elm on brewing side of property ",TREEMAINTENANCE,2023-01-30 10:09 AM,FY24 - Prime Trees,246.75,Invoice #143736,"7, ZONE",190802,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,3.0,2023-01-30,10:09 AM,2023-03-01,10:09 AM,2023-03-13,12:00 PM,2023-07-13,12:00 PM,2023-01-30,10:09 AM
366161,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-30 10:14:00,2023-03-01 10:14:00,2023-04-26 12:00:00,2023-05-25 12:00:00,D,493Z,"3303 SAUER ST, HOUSTON, TEXAS, 77004",Remove one dead hazardous Hackberry tree behind the address on walking trail and grind the resulting stump. ,TREEMAINTENANCE,2023-01-30 10:14 AM,FY23 - Tree Maintenance,378.0,Invoice #140855,"6, ZONE","193082,194468",00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,1.0,2023-01-30,10:14 AM,2023-03-01,10:14 AM,2023-04-26,12:00 PM,2023-05-25,12:00 PM,2023-01-30,10:14 AM
366162,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-30 10:32:00,2023-03-01 10:32:00,2023-01-30 10:32:00,2023-03-12 14:07:00,C,452Z,"1343 YALE ST, HOUSTON, TEXAS, 77008",Trim 2 oak trees on the North west corner of intersection of the yale street and w14th street to clear  traffic light visibility for south bound traffic. ,TREEMAINTENANCE,2023-01-30 10:32 AM,,0.0,"No task, labor, or photos. Was this created in error?","3, ZONE",190828,06 - Canceled. Issue referred or requires further investigation.,Tree Trim,Tree Trim Inspection,3.0,2023-01-30,10:32 AM,2023-03-01,10:32 AM,2023-01-30,10:32 AM,2023-03-12,02:07 PM,2023-01-30,10:32 AM
366165,STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-30 10:58:00,2024-01-30 10:58:00,2023-03-13 12:00:00,2023-04-22 12:00:00,C,530R,5930 IMOGENE ST,"Grind one 45"" stump in front of the property ",TREEMAINTENANCE,2023-01-30 10:58 AM,FY23 - Tree Maintenance,225.0,Invoice# 139394.,"7, ZONE",191007,00 - Work completed by in-house or contractor.,Tree Stump Grinding,Tree Stump Inspection,3.0,2023-01-30,10:58 AM,2024-01-30,10:58 AM,2023-03-13,12:00 PM,2023-04-22,12:00 PM,2023-01-30,10:58 AM
366166,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-30 11:05:00,2023-03-01 11:05:00,2023-03-13 12:00:00,2023-04-11 12:00:00,B,415W,7630 PARKER RD,Low limbs hinder street and sidewalk from 7602- intersection at lebra,TREEMAINTENANCE,2023-01-30 11:05 AM,FY23 - Tree Maintenance,948.0,Invoice #138750.,"4, ZONE",191171,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3.0,2023-01-30,11:05 AM,2023-03-01,11:05 AM,2023-03-13,12:00 PM,2023-04-11,12:00 PM,2023-01-30,11:05 AM
366167,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-30 11:35:00,2023-12-11 11:35:00,2023-11-28 12:00:00,2025-01-08 12:00:00,C,452Z,"1426 YALE ST, HOUSTON, TEXAS, 77008",Remove one  Sycamore tree in front of the address and grind the resulting stump. There were lights wrapped in the tree by customer so it is not marked. ,TREEMAINTENANCE,2023-01-30 11:35 AM,,582.0,Cancel work order. Refer to WO# 374389.,"3, ZONE",190679,05 - Canceled. Duplicate work order.,Tree Trim,Tree Trim Inspection,3.0,2023-01-30,11:35 AM,2023-12-11,11:35 AM,2023-11-28,12:00 PM,2025-01-08,12:00 PM,2023-01-30,11:35 AM
366168,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-30 11:55:00,2023-03-01 11:55:00,2023-03-13 12:00:00,2023-04-29 12:00:00,H,493H,1203 MCKEE ST,Trim 3 Live oaks growing in street at corner of Lyons and McKee st,TREEMAINTENANCE,2023-01-30 11:55 AM,FY23 - Tree Maintenance,278.0,Invoice# 139686.,"4, ZONE",191304,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3.0,2023-01-30,11:55 AM,2023-03-01,11:55 AM,2023-03-13,12:00 PM,2023-04-29,12:00 PM,2023-01-30,11:55 AM
366169,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-30 12:32:00,2023-03-01 12:32:00,2023-03-13 12:00:00,2023-06-01 12:00:00,C,530R,6119 INDIGO ST,"Prune 34"" Live Oak for streetlight and street clearance ",TREEMAINTENANCE,2023-01-30 12:32 PM,FY23 - Tree Maintenance,105.0,Invoice #141519,"7, ZONE",190662,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3.0,2023-01-30,12:32 PM,2023-03-01,12:32 PM,2023-03-13,12:00 PM,2023-06-01,12:00 PM,2023-01-30,12:32 PM
366170,EMERGENCY TRIM BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2023-01-30 12:47:00,2023-01-31 12:47:00,2023-01-30 12:47:00,2023-02-06 14:49:00,03,575X,8094 COASTWAY LN (WALTER JONES PARK),Remove one broken and hanging branches in the park at the gulf Dale and coast way intersection. ,TREEMAINTENANCE,2023-01-30 12:47 PM,,84.0,"From Request 193078:
  Code: Tree Removal
  Description: Tree Removal Inspection
  Details: PRD Service Request record is locked for tranhsfer to PRD-Cityworks Database at 2023-01-27T13:35:27.317-06:00 Dynamic365 Case Id : 2300746741
  Comments: Ent","6, ZONE",193078,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,1.0,2023-01-30,12:47 PM,2023-01-31,12:47 PM,2023-01-30,12:47 PM,2023-02-06,02:49 PM,2023-01-30,12:47 PM
366171,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-30 13:28:00,2023-01-31 13:28:00,2023-01-30 12:00:00,2023-02-09 12:00:00,J,531E,6710 HILLCROFT AVE,"Remove fallen 22"" Ash resting on brick wall on west side of Hillcroft, north of Dashwood. Next to Metro stop.",TREEMAINTENANCE,2023-01-30 01:28 PM,FY23 - Tree Maintenance,246.0,INV 136079,"7, ZONE",193063,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,1.0,2023-01-30,01:28 PM,2023-01-31,01:28 PM,2023-01-30,12:00 PM,2023-02-09,12:00 PM,2023-01-30,01:28 PM
366172,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-30 13:39:00,2023-03-01 13:39:00,2023-03-13 12:00:00,2025-03-21 09:09:00,H,493H,1806 HARDY ST,Trim Water oak for sidewalk clearance at address,TREEMAINTENANCE,2023-01-30 01:39 PM,,61.0,Work has been completed,"4, ZONE",190579,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-01-30,01:39 PM,2023-03-01,01:39 PM,2023-03-13,12:00 PM,2025-03-21,09:09 AM,2023-01-30,01:39 PM
366173,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-30 13:46:00,2023-03-01 13:46:00,2023-03-13 12:00:00,2023-08-28 12:00:00,H,493H,"1706 Elysian St, Houston TX",Remove dead Oak tree next to sidewalk at address ,TREEMAINTENANCE,2023-01-30 01:46 PM,FY24 - Prime Trees,89.25,Invoice #145731,"4, ZONE",190579,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2023-01-30,01:46 PM,2023-03-01,01:46 PM,2023-03-13,12:00 PM,2023-08-28,12:00 PM,2023-01-30,01:46 PM
366174,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-30 13:58:00,2023-03-01 13:58:00,2023-03-13 12:00:00,2023-06-09 12:00:00,A,452N,"3015 W T C JESTER BLVD, HOUSTON, TEXAS, 77018",Remove one half broken tree i the RoW on the right Side of the given address on W 34th street ,TREEMAINTENANCE,2023-01-30 01:58 PM,FY23 - Tree Maintenance,89.25,Invoice #141519,"3, ZONE",190932,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2023-01-30,01:58 PM,2023-03-01,01:58 PM,2023-03-13,12:00 PM,2023-06-09,12:00 PM,2023-01-30,01:58 PM
366176,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-30 14:24:00,2023-03-01 14:24:00,2023-03-13 12:00:00,2023-07-18 12:00:00,H,493D,1050 QUITMAN ST,Remove and stump grind Palm tree located in the North corner next to dumpster.,TREEMAINTENANCE,2023-01-30 02:24 PM,FY24 - Prime Trees,336.0,Invoice #143736,"4, ZONE",191379,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,3.0,2023-01-30,02:24 PM,2023-03-01,02:24 PM,2023-03-13,12:00 PM,2023-07-18,12:00 PM,2023-01-30,02:24 PM
366177,REMOVAL BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2023-01-30 15:07:00,2023-03-01 15:07:00,2023-01-30 15:07:00,2023-05-09 07:28:00,01,493C,716 MCINTOSH ST,"Remove 6"" dead Oak in front of address next to utility pole",TREEMAINTENANCE,2023-01-30 03:07 PM,,0.0,"From Request 191833:
  Code: Tree Removal
  Description: Tree Removal Inspection
  Details: PRD Service Request record is locked for tranhsfer to PRD-Cityworks Database at 2022-11-05T13:37:52.810-05:00 Dynamic365 Case Id : 2200649555
  Comments: Ent","4, ZONE",191833,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,3.0,2023-01-30,03:07 PM,2023-03-01,03:07 PM,2023-01-30,03:07 PM,2023-05-09,07:28 AM,2023-01-30,03:07 PM
366178,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-30 15:46:00,2023-03-01 15:46:00,2023-03-13 12:00:00,2023-07-08 12:00:00,C,452Z,1000 W 12TH ST,Trim the branches of the trees which are disturbing the roof/wall of the swimming pool house. 8ft away from the wall.,TREEMAINTENANCE,2023-01-30 03:46 PM,FY24 - Prime Trees,84.0,Invoice #143228,"3, ZONE",190939,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3.0,2023-01-30,03:46 PM,2023-03-01,03:46 PM,2023-03-13,12:00 PM,2023-07-08,12:00 PM,2023-01-30,03:46 PM
366179,STAKE TREES,4,CLOSED,"UF, IN-HOUSE",2023-01-30 16:36:00,2024-01-30 16:36:00,2023-01-30 16:36:00,2023-02-08 12:01:00,01,493C,1400 WRIGHTWOOD ST,Remove stakes from 7 trees at the intersection of Houston and Wrightwood ,TREEPLANTING,2023-01-30 04:36 PM,,0.0,Removed all the stakes from the 7 trees,"3, ZONE",191052,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,3.0,2023-01-30,04:36 PM,2024-01-30,04:36 PM,2023-01-30,04:36 PM,2023-02-08,12:01 PM,2023-01-30,04:36 PM
