workorderid,description,priority,status,submit_to,proj_start_date,proj_finish_date,actual_start,actual_finish,shop,map_page,address,location,category,date_initiated,project,total_cost,comments,zone,request_ids,resolution,sr_problem_code,sr_description,sr_priority,projected_start_date,projected_start_time,projected_finish_date,projected_finish_time,actual_start_date,actual_start_time,actual_finish_date,actual_finish_time,initiated_date,initiated_time
377882,EMERGENCY TRIM BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2024-05-15 07:15:00,2024-05-16 07:15:00,2024-05-15 07:15:00,2024-10-17 10:35:00,E,576E,"1303 Regal St,  Houston,  Texas,  77034",Remove one broken branch along Arrow st partially blocking driveway. ,TREEMAINTENANCE,2024-05-15 07:15 AM,,84.0,"(Copied from Service Request 206058): ""15,21"" Ash Arizona.  Customer asking for an Spanish speaker. Marked for removal. ""","5, ZONE",206058,07 - Canceled. Work already completed upon arrival.,Tree Trim,Tree Trim Inspection,0.0,2024-05-15,07:15 AM,2024-05-16,07:15 AM,2024-05-15,07:15 AM,2024-10-17,10:35 AM,2024-05-15,07:15 AM
377883,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-05-15 07:20:00,2024-06-14 07:20:00,2024-05-16 12:00:00,2024-06-21 12:00:00,E,576E,"1303 Regal St,  Houston,  Texas,  77034",Remove two Ash tree along Arrow st and grind stump.,TREEMAINTENANCE,2024-05-15 07:20 AM,FY24 - Prime Trees,567.0,Invoice #162828,"5, ZONE",206058,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-05-15,07:20 AM,2024-06-14,07:20 AM,2024-05-16,12:00 PM,2024-06-21,12:00 PM,2024-05-15,07:20 AM
377885,EMERGENCY TRIM BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2024-05-15 07:50:00,2024-05-16 07:50:00,2024-05-15 07:50:00,2024-05-15 15:12:00,15,453K,"7019 Finn St,  Houston,  Texas,  77022",Prune broken limb blocking the street at the indicated location high priority ,TREEMAINTENANCE,2024-05-15 07:50 AM,,94.5,"(Copied from Service Request 206091): ""TREE BLOCKING THE STREET - STATES CENTERPOINT CAME OUT ALREADY AND TOLD HER TO CALL THE CITY.""","4, ZONE",206091,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2024-05-15,07:50 AM,2024-05-16,07:50 AM,2024-05-15,07:50 AM,2024-05-15,03:12 PM,2024-05-15,07:50 AM
377886,REMOVAL BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2024-05-15 08:20:00,2024-05-25 08:20:00,2024-05-15 08:20:00,2024-09-16 13:02:00,05,493N," W Clay St,  & Eberhard St, Houston,  Texas,  77019","Remove 5"" dead tree in ROW, at intersection of Clay St & Eberhard St
Customer is requesting stump grind or pull up the stump ",TREEMAINTENANCE,2024-05-15 08:20 AM,,0.0,"(Copied from Service Request 204902): ""5"" dead  tree southeast corner at intersection of Clay St & Eberhard St""","2, ZONE","204902,205010",00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-05-15,08:20 AM,2024-05-25,08:20 AM,2024-05-15,08:20 AM,2024-09-16,01:02 PM,2024-05-15,08:20 AM
377888,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,ISSUED,"UF, CONTRACTOR",2024-05-15 08:34:00,2024-06-14 08:34:00,2024-05-16 12:00:00,2024-06-14 08:34:00,H,493B,"902 Pecore St,  Houston,  Texas,  77009","Remove and stump grind two dead oak trees in front of property. One oak tree 8"" in diameter and one oak tree 15"" in diameter. ",TREEMAINTENANCE,2024-05-15 08:34 AM,FY26 - Prime Trees,372.75,"(Copied from Service Request 206063): ""Work order created for tree removal. Trees has full canopy loss""","3, ZONE",206063,,Tree Removal,Tree Removal Inspection,1.0,2024-05-15,08:34 AM,2024-06-14,08:34 AM,2024-05-16,12:00 PM,2024-06-14,08:34 AM,2024-05-15,08:34 AM
377889,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-05-15 08:48:00,2024-06-14 08:48:00,2024-05-16 12:00:00,2024-06-17 12:00:00,C,493K,"904 Crosby St,  Houston,  Texas,  77019","Prune three 12"" Live oaks on sidewalk across the indicated address",TREEMAINTENANCE,2024-05-15 08:48 AM,FY24 - Prime Trees,220.5,Invoice #162520,"2, ZONE",204801,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-05-15,08:48 AM,2024-06-14,08:48 AM,2024-05-16,12:00 PM,2024-06-17,12:00 PM,2024-05-15,08:48 AM
377890,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,ISSUED,"UF, CONTRACTOR",2024-05-15 09:41:00,2024-06-14 09:41:00,2024-05-16 12:00:00,2024-06-14 09:41:00,G,377S,"12302 Leather Saddle Ct,  Houston,  Texas,  77044","Remove and stump grind dead 30"" oak behind property. Owner Sylvia Stewart will provide access. Cadstew@gmail.com or (281) 222-6215.",TREEMAINTENANCE,2024-05-15 09:41 AM,FY26 - Prime Trees,582.75,"(Copied from Service Request 205651): ""Will need to cordenate to let homeowner allow acsess, he was OK with this. We just need to let homeowner know date and time. Cadstew@gmail.com. alternative phone number is 2812226215""","4, ZONE",205651,,Tree Removal,Tree Removal Inspection,3.0,2024-05-15,09:41 AM,2024-06-14,09:41 AM,2024-05-16,12:00 PM,2024-06-14,09:41 AM,2024-05-15,09:41 AM
377892,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2024-05-15 09:59:00,2024-05-25 09:59:00,2024-05-15 09:59:00,2024-05-15 10:00:00,C,493N,"2007 Waugh Dr,  Houston,  Texas,  77006",Trim small branches hanging over bike lane.,TREEMAINTENANCE,2024-05-15 09:59 AM,,185.85,"(Copied from Service Request 204877): ""F9rester trimmed small branches Hanover bikers line ""","2, ZONE",204877,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-05-15,09:59 AM,2024-05-25,09:59 AM,2024-05-15,09:59 AM,2024-05-15,10:00 AM,2024-05-15,09:59 AM
377894,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-05-15 10:14:00,2024-06-14 10:14:00,2024-05-16 12:00:00,2024-12-18 12:00:00,I,534H,"6707 Narcissus St,  Houston,  Texas,  77087",Remove all deadwood from the crown.,TREEMAINTENANCE,2024-05-15 10:14 AM,FY25 - Prime Trees,94.5,Invoice #174350.,"5, ZONE",206101,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-05-15,10:14 AM,2024-06-14,10:14 AM,2024-05-16,12:00 PM,2024-12-18,12:00 PM,2024-05-15,10:14 AM
377895,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-05-15 10:20:00,2024-06-14 10:20:00,2024-05-16 12:00:00,2024-12-19 12:00:00,I,534H,"6711 Narcissus St, Houston, Texas, 77087",Remove one dead sycamore tree in front of the address.,TREEMAINTENANCE,2024-05-15 10:20 AM,FY25 - Prime Trees,246.75,Invoice #175909.,"5, ZONE","205630,206101",00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2024-05-15,10:20 AM,2024-06-14,10:20 AM,2024-05-16,12:00 PM,2024-12-19,12:00 PM,2024-05-15,10:20 AM
377900,STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-05-15 10:43:00,2025-05-15 10:43:00,2024-05-16 12:00:00,2025-04-14 12:00:00,C,493S,"934 Kipling St,  Houston,  Texas,  77006","Grind 37"" stump at indicated location           ",TREEMAINTENANCE,2024-05-15 10:43 AM,,183.75,"Per contractor, work completed upon arrival. See email attached. Work order cancelled.","2, ZONE",204921,07 - Canceled. Work already completed upon arrival.,Tree Stump Grinding,Tree Stump Inspection,0.0,2024-05-15,10:43 AM,2025-05-15,10:43 AM,2024-05-16,12:00 PM,2025-04-14,12:00 PM,2024-05-15,10:43 AM
377902,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-05-15 11:32:00,2024-06-14 11:32:00,2025-12-10 12:00:00,2026-01-30 12:00:00,C,493S,"1404 Sul Ross St,  Houston,  Texas,  77006",Remove and stump grind two shumardy oak trees dying and dangerous at indicated location ,TREEMAINTENANCE,2024-05-15 11:32 AM,FY26 - Prime Trees,672.0,Invoice #193458.,"2, ZONE",204914,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2024-05-15,11:32 AM,2024-06-14,11:32 AM,2025-12-10,12:00 PM,2026-01-30,12:00 PM,2024-05-15,11:32 AM
377903,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-05-15 11:37:00,2024-05-25 11:37:00,2024-07-03 12:00:00,2024-08-31 12:00:00,H,453N,603 E 35th St (Independence Heights Park - Community Center),"Trim 8"" cypress tree for walkway/sidewalk clearance. In front of building. ",TREEMAINTENANCE,2024-05-15 11:37 AM,FY25 - Prime Trees,61.95,Invoice #168520,"3, ZONE",205514,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-05-15,11:37 AM,2024-05-25,11:37 AM,2024-07-03,12:00 PM,2024-08-31,12:00 PM,2024-05-15,11:37 AM
377905,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-05-15 12:23:00,2024-05-25 12:23:00,2024-07-03 12:00:00,2024-07-15 12:00:00,B,412U,"7600 Lawn St, Houston, Texas, 77088","Prune overgrown tree limbs along Lawn for clearance over street, sidewalk, to clear street light. Limbs hinder cars visibility.",TREEMAINTENANCE,2024-05-15 12:23 PM,FY25 - Prime Trees,73.5,Invoice #166053,"3, ZONE",205367,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-05-15,12:23 PM,2024-05-25,12:23 PM,2024-07-03,12:00 PM,2024-07-15,12:00 PM,2024-05-15,12:23 PM
377906,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2024-05-15 12:35:00,2025-05-15 12:35:00,2024-05-15 12:35:00,2024-05-15 12:00:00,K,571M,13218 Player St (Saint Gregorios Orthodox Church),"6 Shumard Oak - 65 gallon 
16 American Holly - 45 gallon 
9 Savannah Holly - 45 gallon 
6 Crape Myrtle - 30 gallon",TREEPLANTING,2024-05-15 12:35 PM,,0.0,"(Copied from Service Request 204741): ""Customer replied, ""Please find attached the revised landscaping plan based on your feedback and comments with Wendi Duty.  Let us know if you have any questions or need any additional information.""
See email att","7, ZONE",204741,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,7.0,2024-05-15,12:35 PM,2025-05-15,12:35 PM,2024-05-15,12:35 PM,2024-05-15,12:00 PM,2024-05-15,12:35 PM
377908,TREE/SEEDLING PLANTING,4,CLOSED,"UF, PARTNER",2024-05-15 12:40:00,2025-05-15 12:40:00,2024-05-15 12:40:00,2024-05-15 12:00:00,H,453X,"605 Cordell St,  Houston,  Texas,  77009","2 White Oak - 3"" caliper ",TREEPLANTING,2024-05-15 12:40 PM,,0.0,"(Copied from Service Request 204765): ""Please review customer's revised plan.""","3, ZONE",204765,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6.0,2024-05-15,12:40 PM,2025-05-15,12:40 PM,2024-05-15,12:40 PM,2024-05-15,12:00 PM,2024-05-15,12:40 PM
377909,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-05-15 12:50:00,2024-05-16 12:50:00,2024-05-16 12:00:00,2024-08-06 12:00:00,B,413M,12217 Aldine Westfield Rd (Keith Wiess Park),"Remove broken American Elm, with large broken top half next to walking path, and pavilion, high priority ",TREEMAINTENANCE,2024-05-15 12:50 PM,FY25 - Prime Trees,89.25,Invoice #167373,"4, ZONE",206054,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-05-15,12:50 PM,2024-05-16,12:50 PM,2024-05-16,12:00 PM,2024-08-06,12:00 PM,2024-05-15,12:50 PM
377911,EMERGENCY DEBRIS PICK-UP,1,CLOSED,"UF, IN-HOUSE",2024-05-15 12:52:00,2024-05-16 12:52:00,2024-05-15 12:52:00,2024-08-06 10:18:00,I,535X,"7942 Rockhill St,  Houston,  Texas,  77061 (Dow Park)",Pick up the debris inside park close to the parking lot. Low priority ,TREEMAINTENANCE,2024-05-15 12:52 PM,,0.0,"(Copied from Service Request 206078): ""Tree is on the ground blocking street or sidewalk""","6, ZONE",206078,08 - Canceled. Work not approved by manager.,Tree Removal,Tree Removal Inspection,0.0,2024-05-15,12:52 PM,2024-05-16,12:52 PM,2024-05-15,12:52 PM,2024-08-06,10:18 AM,2024-05-15,12:52 PM
377912,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-05-15 13:14:00,2024-06-14 13:14:00,2024-05-16 12:00:00,2024-12-19 12:00:00,C,492W,"3791 Purdue St,  Houston,  Texas,  77005","Remove dead 12"" American elm tree at indicated location",TREEMAINTENANCE,2024-05-15 01:14 PM,FY25 - Prime Trees,89.25,Invoice #173903.,"7, ZONE",204375,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6.0,2024-05-15,01:14 PM,2024-06-14,01:14 PM,2024-05-16,12:00 PM,2024-12-19,12:00 PM,2024-05-15,01:14 PM
377913,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-05-15 13:26:00,2024-06-14 13:26:00,2024-05-16 12:00:00,2024-08-08 12:00:00,I,576R,"12217 Dumas St,  Houston,  Texas,  77034",Remove one hollow Ash tree in front of the address and grind stump. ,TREEMAINTENANCE,2024-05-15 01:26 PM,FY25 - Prime Trees,845.25,Invoice #167373,"5, ZONE",206118,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-05-15,01:26 PM,2024-06-14,01:26 PM,2024-05-16,12:00 PM,2024-08-08,12:00 PM,2024-05-15,01:26 PM
377914,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-05-15 13:26:00,2024-05-16 13:26:00,2024-05-16 12:00:00,2024-06-26 12:00:00,B,412W,"6606 Ezzard Charles Ln, Houston, Texas, 77091","Remove fallen 30"" live oak tree on side of property.",TREEMAINTENANCE,2024-05-15 01:26 PM,FY25 - Prime Trees,435.75,Invoice #164209,"3, ZONE",206124,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2024-05-15,01:26 PM,2024-05-16,01:26 PM,2024-05-16,12:00 PM,2024-06-26,12:00 PM,2024-05-15,01:26 PM
377917,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-05-15 13:36:00,2024-06-14 13:36:00,2024-07-03 12:00:00,2024-12-14 12:00:00,B,412W,"6606 Ezzard Charles Ln, Houston, Texas, 77091","Remove dead 28"" oak tree in front of property ",TREEMAINTENANCE,2024-05-15 01:36 PM,,262.5,Private tree. Cancel work. See email attached.,"3, ZONE",217676,08 - Canceled. Work not approved by manager.,Tree Removal,Tree Removal Inspection,0.0,2024-05-15,01:36 PM,2024-06-14,01:36 PM,2024-07-03,12:00 PM,2024-12-14,12:00 PM,2024-05-15,01:36 PM
377918,TRIM BY CONTRACTOR,3,ISSUED,"UF, CONTRACTOR",2024-05-15 13:45:00,2024-06-14 13:45:00,2024-05-16 12:00:00,2024-06-14 13:45:00,G,491S,"6317 Chevy Chase Dr,  Houston,  Texas,  77057","Prune three 11"" Live Oaks to clear traffic signals at the intersection of Willowick Rd and Chavy Chase Dr",TREEMAINTENANCE,2024-05-15 01:45 PM,FY26 - Prime Trees,220.5,"(Copied from Service Request 204992): ""Told caller may she can give specific information about issues and locations 
WO has been generated supposing caller refer traffic signals blocked ""","2, ZONE",204992,,Tree Trim,Tree Trim Inspection,3.0,2024-05-15,01:45 PM,2024-06-14,01:45 PM,2024-05-16,12:00 PM,2024-06-14,01:45 PM,2024-05-15,01:45 PM
377919,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2024-05-15 13:52:00,2025-05-15 13:52:00,2024-05-15 13:52:00,2024-05-15 12:00:00,B,414Y,"5433 Glen Nook Dr,  Houston,  Texas,  77016","1 Live Oak - 2"" caliper ",TREEPLANTING,2024-05-15 01:52 PM,,0.0,"(Copied from Service Request 205068): ""Please review customer's revised site plan.""","4, ZONE",205068,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6.0,2024-05-15,01:52 PM,2025-05-15,01:52 PM,2024-05-15,01:52 PM,2024-05-15,12:00 PM,2024-05-15,01:52 PM
377920,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-05-15 13:53:00,2024-05-16 13:53:00,2024-05-16 12:00:00,2024-07-06 12:00:00,B,451D,3316 De Soto St (Highland Park),"Remove fallen 17"" sugar berry tree next to tennis courts",TREEMAINTENANCE,2024-05-15 01:53 PM,FY25 - Prime Trees,157.5,Invoice #164209,"3, ZONE",206127,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,1.0,2024-05-15,01:53 PM,2024-05-16,01:53 PM,2024-05-16,12:00 PM,2024-07-06,12:00 PM,2024-05-15,01:53 PM
377922,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, PARTNER",2024-05-15 13:58:00,2024-06-14 13:58:00,2024-05-15 13:58:00,2024-05-15 12:00:00,I,535T,"7754 Hereford St,  Houston,  Texas,  77087","Removal Permit for one 46"" Water Oak.",TREEMAINTENANCE,2024-05-15 01:58 PM,FY24 - Prime Trees,845.25,"(Copied from Service Request 206047): ""Tree is old 50+ inches water oak growing on private property.  Also collector shows max 14 feet ROW from curb but tree is more than 18ft from curb. Tree is on private. 
I called the customer he want to remove hi","6, ZONE",206047,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2024-05-15,01:58 PM,2024-06-14,01:58 PM,2024-05-15,01:58 PM,2024-05-15,12:00 PM,2024-05-15,01:58 PM
377923,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, PARTNER",2024-05-15 14:03:00,2024-06-14 14:03:00,2024-05-15 14:03:00,2024-05-15 12:00:00,C,453S,"2218 Oxford St,  Houston,  Texas,  77008","Removal Permit for one 35"" Live Oak.",TREEMAINTENANCE,2024-05-15 02:03 PM,FY24 - Prime Trees,630.0,"(Copied from Service Request 205376): ""From SR #197544, Live Oak is 35"".""","3, ZONE",205376,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6.0,2024-05-15,02:03 PM,2024-06-14,02:03 PM,2024-05-15,02:03 PM,2024-05-15,12:00 PM,2024-05-15,02:03 PM
377925,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-05-15 14:27:00,2024-06-14 14:27:00,2024-05-16 12:00:00,2024-06-27 12:00:00,B,412N,"9455 W Montgomery Rd,  Houston,  Texas,  77088",Trim low hanging tree limbs for street and side walk clearance. Across from the north police station.,TREEMAINTENANCE,2024-05-15 02:27 PM,FY25 - Prime Trees,89.25,Invoice #164209,"3, ZONE",205400,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-05-15,02:27 PM,2024-06-14,02:27 PM,2024-05-16,12:00 PM,2024-06-27,12:00 PM,2024-05-15,02:27 PM
377927,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-05-15 14:33:00,2024-06-14 14:33:00,2024-05-16 12:00:00,2024-07-11 12:00:00,G,491K,5801 Woodway Dr (Tanglewood Park)," Remove and stump grind 8 dead trees. Pines: 11"", 14"", 14"", 17"", 18"", 18"", 19"", Oak: 11""",TREEMAINTENANCE,2024-05-15 02:33 PM,FY25 - Prime Trees,1659.0,Invoice #164209,"2, ZONE",205011,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,1.0,2024-05-15,02:33 PM,2024-06-14,02:33 PM,2024-05-16,12:00 PM,2024-07-11,12:00 PM,2024-05-15,02:33 PM
377929,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2024-05-15 14:50:00,2025-05-15 14:50:00,2024-05-15 14:50:00,2024-05-15 12:00:00,B,455E,"7505 Springdale St,  Houston,  Texas,  77028","2 Live Oak - 1 1/2"" caliper ",TREEPLANTING,2024-05-15 02:50 PM,,0.0,"(Copied from Service Request 205210): ""Per SR #204346 new trees are Live Oak.""","4, ZONE",205210,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6.0,2024-05-15,02:50 PM,2025-05-15,02:50 PM,2024-05-15,02:50 PM,2024-05-15,12:00 PM,2024-05-15,02:50 PM
377931,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, PARTNER",2024-05-15 14:52:00,2024-06-14 14:52:00,2024-05-15 14:52:00,2024-05-15 12:00:00,B,455E,"7505 Springdale St,  Houston,  Texas,  77028","Removal Permit for one 27"" American Sycamore ",TREEMAINTENANCE,2024-05-15 02:52 PM,FY24 - Prime Trees,378.0,"(Copied from Service Request 205210): ""Per SR #204346 new trees are Live Oak.""","4, ZONE",205210,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6.0,2024-05-15,02:52 PM,2024-06-14,02:52 PM,2024-05-15,02:52 PM,2024-05-15,12:00 PM,2024-05-15,02:52 PM
377936,REMOVAL BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2024-05-15 20:48:00,2024-05-25 20:48:00,2024-05-15 20:48:00,2024-10-17 11:58:00,04,534F,5500 Carrolton St (Fonde Park),"Remove all dead trees within the park, remove fallen/broken tree limbs, grind 8 tree stumps, trim and raise all tree canopies. There is an event at the park this Saturday, 5/18/24.",TREEMAINTENANCE,2024-05-15 08:48 PM,,2231.25,"(Copied from Service Request 206211): ""Inspect for dead trees within the park property, fallen broken tree limbs, 8 tree stumps, remove dead trees with walking trail and install new tree replacement. Also trim and raise tree limbs. See photos attache","6, ZONE",206211,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,1.0,2024-05-15,08:48 PM,2024-05-25,08:48 PM,2024-05-15,08:48 PM,2024-10-17,11:58 AM,2024-05-15,08:48 PM
377940,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, PARTNER",2024-05-16 07:23:00,2024-06-15 07:23:00,2024-05-16 07:23:00,2024-05-16 12:00:00,C,492U,"2811 Kirby Dr,  Houston,  Texas,  77098","Removal Permit for one 17"" Live Oak, one 21"" Live Oak, one 20"" Bald Cypress, and one 25"" Bald Cypress.",TREEMAINTENANCE,2024-05-16 07:23 AM,FY24 - Prime Trees,1281.0,"(Copied from Service Request 202980): ""Customer replied, ""Revised to Dahoon Hollies…""
See email attached.""","2, ZONE",202980,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,7.0,2024-05-16,07:23 AM,2024-06-15,07:23 AM,2024-05-16,07:23 AM,2024-05-16,12:00 PM,2024-05-16,07:23 AM
377941,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2024-05-16 07:26:00,2025-05-16 07:26:00,2024-05-16 07:26:00,2024-05-16 12:00:00,C,492U,"2811 Kirby Dr,  Houston,  Texas,  77098","3 Hophornbeam - 2"" caliper 
7 Live Oak - 4"" caliper 
1 Bald Cypress - 2"" caliper 
49 Dahoon Holly - 2"" caliper",TREEPLANTING,2024-05-16 07:26 AM,,0.0,"(Copied from Service Request 202980): ""Customer replied, ""Revised to Dahoon Hollies…""
See email attached.""","2, ZONE",202980,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,7.0,2024-05-16,07:26 AM,2025-05-16,07:26 AM,2024-05-16,07:26 AM,2024-05-16,12:00 PM,2024-05-16,07:26 AM
377942,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2024-05-16 07:44:00,2025-05-16 07:44:00,2024-05-16 07:44:00,2024-05-16 12:00:00,D,573L,"3923 Madden Ln,  Houston,  Texas,  77047","1 Live Oak - 1 1/2"" caliper ",TREEPLANTING,2024-05-16 07:44 AM,,0.0,"(Copied from Service Request 202680): ""Customer replied, ""It will be live oak.""
See email attached.""","6, ZONE",202680,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6.0,2024-05-16,07:44 AM,2025-05-16,07:44 AM,2024-05-16,07:44 AM,2024-05-16,12:00 PM,2024-05-16,07:44 AM
377947,TREE/SEEDLING PLANTING,4,CLOSED,"UF, PARTNER",2024-05-16 08:22:00,2025-05-16 08:22:00,2024-05-16 08:22:00,2024-05-16 12:00:00,D,534X,"5950 Belarbor St,  Houston,  Texas,  77033","1 Live Oak - 1 1/2"" caliper ",TREEPLANTING,2024-05-16 08:22 AM,,0.0,"(Copied from Service Request 205324): ""Customer replied, ""We are planting live oaks on site.""
See email attached.""","6, ZONE",205324,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6.0,2024-05-16,08:22 AM,2025-05-16,08:22 AM,2024-05-16,08:22 AM,2024-05-16,12:00 PM,2024-05-16,08:22 AM
377948,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-05-16 08:29:00,2024-06-15 08:29:00,2024-07-03 12:00:00,2024-09-19 12:00:00,B,454U,"5104 Rand St,  Houston,  Texas,  77026","Prune two 10"" Crape Myrtle for street and sidewalk clearance ",TREEMAINTENANCE,2024-05-16 08:29 AM,FY25 - Prime Trees,147.0,Invoice #170251,"4, ZONE",205810,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-05-16,08:29 AM,2024-06-15,08:29 AM,2024-07-03,12:00 PM,2024-09-19,12:00 PM,2024-05-16,08:29 AM
377954,EMERGENCY TRIM BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2024-05-16 09:08:00,2024-05-17 09:08:00,2024-05-16 09:08:00,2024-10-02 14:25:00,06,452Z,1205 Yale St (Milroy Park),"Broken and hanging tree limb on 14"" elm tree inside Milroy Park. Behind Milroy community center. High priority ",TREEMAINTENANCE,2024-05-16 09:08 AM,,73.5,"(Copied from Service Request 206164): ""Work order created for emergency tree trimming ""","3, ZONE",206164,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-05-16,09:08 AM,2024-05-17,09:08 AM,2024-05-16,09:08 AM,2024-10-02,02:25 PM,2024-05-16,09:08 AM
377955,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-05-16 09:22:00,2024-06-15 09:22:00,2024-07-03 12:00:00,2025-06-13 12:00:00,D,534Y,"6126 Beldart St,  Houston,  Texas,  77033","Remove one 27"" oak tree in front of the address. ",TREEMAINTENANCE,2024-05-16 09:22 AM,FY25 - Prime Trees,262.5,Invoice #183820.,"6, ZONE",206160,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0.0,2024-05-16,09:22 AM,2024-06-15,09:22 AM,2024-07-03,12:00 PM,2025-06-13,12:00 PM,2024-05-16,09:22 AM
377957,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2024-05-16 09:45:00,2024-06-15 09:45:00,2024-07-03 12:00:00,2024-08-31 12:00:00,C,452V,"630 W 21st St,  Houston,  Texas,  77008",Trim low hanging limbs 8ft above sidewalk for sidewalk clearance ,TREEMAINTENANCE,2024-05-16 09:45 AM,FY25 - Prime Trees,381.15,Invoice #168520,"3, ZONE",205537,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0.0,2024-05-16,09:45 AM,2024-06-15,09:45 AM,2024-07-03,12:00 PM,2024-08-31,12:00 PM,2024-05-16,09:45 AM
