"workorderid","description","priority","status","submit_to","proj_start_date","proj_finish_date","actual_start","actual_finish","shop","map_page","address","location","category","date_initiated","project","total_cost","comments","zone","request_ids","resolution","sr_problem_code","sr_description","sr_priority","proj_difference","actual_difference","request_id1","request_id2","request_id3","request_id4","request_id5","request_id6","request_id7","request_id8","request_id9"
383203,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 07:54:00","2024-07-30 07:54:00","2024-07-29 12:00:00","2025-07-02 07:00:00",H,"493K","2014 N Memorial Way (Memorial Silver Triangle Park)","Emergency remove fallen 15"" post oak in park across from address. Low priority.",TREEMAINTENANCE,"2024-07-29 07:54:00",Hurricane Beryl - 7/8/24,231.0,Invoice #185189.,"2, ZONE","211635,212234,212274","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,1,1,337,"211635","212234","212274","","","","","",""
383204,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 08:08:00","2024-08-28 08:08:00","2024-10-04 12:00:00","2026-03-23 12:00:00",D,"533L","3711 Yosemite St,  Houston,  Texas,  77021","Remove and stump grind 32"" water oak tree, at indicated location      ",TREEMAINTENANCE,"2024-07-29 08:08:00",FY26 - Prime Trees,582.75,Invoice #195840.,"6, ZONE","209011","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,30,535,"209011","","","","","","","",""
383205,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 08:14:00","2024-07-30 08:14:00","2024-07-29 12:00:00","2025-02-20 12:00:00",H,"493F","1709 Bingham St (Richard Brock Park)","Emergency remove fallen 15"" hackberry in back of park. Low priority.",TREEMAINTENANCE,"2024-07-29 08:14:00",Hurricane Beryl - 7/8/24,157.5,"(Copied from Service Request 211630): ""Per Jeremy, generate work order for large fallen tree. ""","2, ZONE","211630,212418,212762,214054,214808,214809,214810,214872,215124","10 - Escalated Work Order",Tree Removal,Tree Removal Inspection,1,1,206,"211630","212418","212762","214054","214808","214809","214810","214872","215124"
383206,TRIM BY CONTRACTOR,3,ISSUED,"UF, CONTRACTOR","2024-07-29 08:17:00","2024-07-30 08:17:00","2024-07-29 12:00:00","2024-07-30 08:17:00",H,"493F","1709 Bingham St (Richard Brock Park)","Emergency trim broken and hanging limbs from 25"" pine within park. Tree not marked. Low priority.",TREEMAINTENANCE,"2024-07-29 08:17:00",Hurricane Beryl - 7/8/24,94.5,"(Copied from Service Request 211630): ""Per Jeremy, generate work order for large fallen tree. ""","2, ZONE","211630,212568,214054","10 - Escalated Work Order",Tree Removal,Tree Removal Inspection,1,1,0,"211630","212568","214054","","","","","",""
383207,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 08:32:00","2024-07-30 08:32:00","2024-08-02 12:00:00","2025-05-02 12:00:00",H,"493C","1403 Wrightwood St,  Houston,  Texas,  77009","Emergency remove fallen 35"" chinaberry and 2 rotten and falling hackberries next to driveway. High priority.",TREEMAINTENANCE,"2024-07-29 08:32:00",Hurricane Beryl - 7/8/24,624.75,Invoice #181312.,"3, ZONE","211699,217339","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,1,273,"211699","217339","","","","","","",""
383209,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 08:41:00","2024-08-28 08:41:00","2024-10-04 12:00:00","2025-01-09 12:00:00",D,"533M","4300 Balkin St,  Houston,  Texas,  77021","Prune 23"" American elm, broken and leaking limbs blocking stop sign view, at indicated location ",TREEMAINTENANCE,"2024-07-29 08:41:00","",89.25,"Per contractor, work completed upon arrival. See email attached. Work order cancelled.","6, ZONE","209199","07 - Canceled. Work already completed upon arrival.",Tree Trim,Tree Trim Inspection,0,30,97,"209199","","","","","","","",""
383210,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 08:42:00","2024-07-30 08:42:00","2024-07-29 12:00:00","2024-08-23 12:00:00",H,"493C","212 Parkview St (Woodland Park)","Emergency remove one 35"" water oak and one 35"" pine from park. West of community center. Low priority.",TREEMAINTENANCE,"2024-07-29 08:42:00",Hurricane Beryl - 7/8/24,525.0,Invoice #168520,"3, ZONE","211745,212492","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,1,25,"211745","212492","","","","","","",""
383213,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 09:01:00","2024-08-28 09:01:00","2024-10-04 12:00:00","2024-11-07 12:00:00",D,"533Q","3800 Corder St,  Houston,  Texas,  77021","Prune 11"" Hackberry tree for sidewalk and driveway clearance,  across indicated address ",TREEMAINTENANCE,"2024-07-29 09:01:00",FY26 - Prime Trees,73.5,Invoice #191120.,"6, ZONE","209160","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,30,34,"209160","","","","","","","",""
383215,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 09:05:00","2024-07-30 09:05:00","2024-08-02 12:00:00","2024-12-02 12:00:00",E,"576B","2134 Frey Rd,  Houston,  Texas,  77034",Remove one broken and hanging branch from the tree canopy.,TREEMAINTENANCE,"2024-07-29 09:05:00",Hurricane Beryl - 7/8/24,105.0,"Per contractor, work had been completed upon arrival. Cancel work order. See email attached.","5, ZONE","211691","07 - Canceled. Work already completed upon arrival.",Tree Trim,Tree Trim Inspection,0,1,122,"211691","","","","","","","",""
383217,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 09:21:00","2024-07-30 09:21:00","2024-08-02 12:00:00","2024-10-25 12:00:00",C,"453W","1202 Harvard St,  Houston,  Texas,  77008","Remove large cracked limb in 45"" ash over sidewalk. High priority ",TREEMAINTENANCE,"2024-07-29 09:21:00",Hurricane Beryl - 7/8/24,136.5,"Per contractor, work completed upon arrival. See email attached. Cancel work order.","3, ZONE","209546,214287","07 - Canceled. Work already completed upon arrival.",Tree Trim,Tree Trim Inspection,1,1,84,"209546","214287","","","","","","",""
383218,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,ISSUED,"UF, CONTRACTOR","2024-07-29 09:25:00","2024-08-28 09:25:00","2024-08-02 12:00:00","2024-08-28 09:25:00",C,"453W","1202 Harvard St,  Houston,  Texas,  77008","Remove and stump grind 45"" ash with rot at address",TREEMAINTENANCE,"2024-07-29 09:25:00",FY26 - Prime Trees,845.25,Tree removal completed on 02/04/2025. Awaitng debris pick up.,"3, ZONE","209546,219514","10 - Escalated Work Order",Tree Trim,Tree Trim Inspection,1,30,25,"209546","219514","","","","","","",""
383221,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 09:56:00","2024-08-28 09:56:00","2024-10-04 12:00:00","2025-01-14 12:00:00",D,"534S","7355 Hurtgen Forest Rd,  Houston,  Texas,  77033","  Remove 13"" Hackberry fallen on alleyway, behind indicated address ",TREEMAINTENANCE,"2024-07-29 09:56:00","",89.25,"Per contractor, removal complete upon arrival. See email attached. Work order cancelled.","6, ZONE","208867","07 - Canceled. Work already completed upon arrival.",Tree Trim,Tree Trim Inspection,0,30,102,"208867","","","","","","","",""
383222,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 10:03:00","2024-07-30 10:03:00","2024-08-02 12:00:00","2024-09-11 12:00:00",H,"493G","2114 Thomas St, Houston, Texas, 77009","Remove fallen 37"" American sycamore, broken 10"" Chinaberry at address, and cracked 10"" red mulberry at 2116 thomas high priority ",TREEMAINTENANCE,"2024-07-29 10:03:00",Hurricane Beryl - 7/8/24,624.75,Invoice #169433,"4, ZONE","209449,210772","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,1,40,"209449","210772","","","","","","",""
383224,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 10:12:00","2024-07-30 10:12:00","2024-08-02 12:00:00","2025-01-28 12:00:00",E,"618A","2003 Legend Grove Ct,  Houston,  Texas,  77062","Prune 1 tree for broken branch in front of driveway, 1 dead branch on side of house, and 1 broken branch in front of 24126 Jade meadow. Low priority ",TREEMAINTENANCE,"2024-07-29 10:12:00",Hurricane Beryl - 7/8/24,262.5,Invoice #175575.,"5, ZONE","211651","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,1,179,"211651","","","","","","","",""
383225,REMOVAL BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE","2024-07-29 10:37:00","2024-08-08 10:37:00","2024-07-29 10:37:00","2025-02-17 14:38:00","09","493Q","701 San Jacinto St,  Houston,  Texas,  77002","Remove 4 small less than 10"" partially fallen oaks that have been cut out of the way ",TREEMAINTENANCE,"2024-07-29 10:37:00","",0.0,"(Copied from Service Request 211189): ""Caller asked if we could remove the last bit of small fallen trees and root ball. The tree/football is small and looks like this could be handled easily by our in-house crew. I asked Javier and he said that he b","1, ZONE","211064,211189","00 - Work completed by in-house or contractor.",Tree Stump Grinding,Tree Stump Inspection,0,10,203,"211064","211189","","","","","","",""
383227,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 10:45:00","2024-08-28 10:45:00","2024-10-03 12:00:00","2026-07-02 12:00:00",H,"493D","2510 Terry St,  Houston,  Texas,  77009","Remove and stump grind 27"" pecan next to address to right  ",TREEMAINTENANCE,"2024-07-29 10:45:00",FY26 - Prime Trees,378.0,Invoice #199173.,"4, ZONE","209876","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,3,30,637,"209876","","","","","","","",""
383229,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 10:57:00","2024-08-28 10:57:00","2024-10-04 12:00:00","2024-11-11 12:00:00",I,"534Y","6662 Hogue St,  Houston,  Texas,  77087","Prune 14"" sugarberry tree touching communication wires, at 6662 Hogue St.    ",TREEMAINTENANCE,"2024-07-29 10:57:00",FY25 - Prime Trees,84.0,Invoice #172587.,"6, ZONE","211688","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,38,"211688","","","","","","","",""
383230,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 11:24:00","2024-08-28 11:24:00","2024-10-03 12:00:00","2024-12-02 12:00:00",I,"534Z","7250 Sims Dr,  Houston,  Texas,  77061"," Remove and stump grind 25"" dead Pecan tree, at indicated location   ",TREEMAINTENANCE,"2024-07-29 11:24:00",FY25 - Prime Trees,378.0,Invoice #173903.,"6, ZONE","209119,215938","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,30,60,"209119","215938","","","","","","",""
383231,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 12:43:00","2024-08-28 12:43:00","2024-10-04 12:00:00","2024-12-13 12:00:00",E,"618L","1715 Linfield Way, Houston, Texas, 77058",Trim one Ash tree behind the address along Gemini st close to a fire hydrant 14ft above the street and balance crown. ,TREEMAINTENANCE,"2024-07-29 12:43:00",FY25 - Prime Trees,131.25,Invoice #174184.,"5, ZONE","208489","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,70,"208489","","","","","","","",""
383232,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 12:55:00","2024-07-30 12:55:00","2024-08-02 12:00:00","2025-02-24 12:00:00",H,"453Y","3725 Fulton St (Moody Park)",Remove 4 trees on ground next to central playground high priority ,TREEMAINTENANCE,"2024-07-29 12:55:00",Hurricane Beryl - 7/8/24,493.5,"Per contractor, trees had been removed upon arrival. See email attached. Cancel work order.","4, ZONE","211612","07 - Canceled. Work already completed upon arrival.",Tree Removal,Tree Removal Inspection,0,1,206,"211612","","","","","","","",""
383233,TRIM BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE","2024-07-29 13:00:00","2024-07-30 13:00:00","2024-08-02 12:00:00","2024-09-12 09:34:00","01","492H","4300 Koehler St (West End Park)","Prune broken and hanging limb from 23"" tree next to sidewalk and over park high priority ",TREEMAINTENANCE,"2024-07-29 13:00:00",Hurricane Beryl - 7/8/24,94.5,"(Copied from Service Request 211620): ""Told caller that I was creating wo for tree trimming and removal ""","2, ZONE","211620","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,1,40,"211620","","","","","","","",""
383234,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 13:01:00","2024-07-30 13:01:00","2024-08-02 12:00:00","2024-10-18 12:00:00",H,"453Y","3725 Fulton St (Moody Park)","Trim 36"" live oak in moody park near intersection of Fulton and collingsworth  for a large hanging branch. Low priority ",TREEMAINTENANCE,"2024-07-29 13:01:00",Hurricane Beryl - 7/8/24,115.5,Invoice #171677,"4, ZONE","211612","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,1,77,"211612","","","","","","","",""
383235,EMERGENCY REMOVAL BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE","2024-07-29 13:05:00","2024-07-30 13:05:00","2024-07-29 13:05:00","2024-08-07 10:34:00","03","492H","4300 Koehler St (West End Park)","Remove uprooting 8"" oak in park near children's playground high priority ",TREEMAINTENANCE,"2024-07-29 13:05:00",Hurricane Beryl - 7/8/24,0.0,"(Copied from Service Request 211620): ""Told caller that I was creating wo for tree trimming and removal ""","2, ZONE","211620","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,1,8,"211620","","","","","","","",""
383236,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 13:18:00","2024-08-28 13:18:00","2024-09-23 12:00:00","2024-11-18 12:00:00",H,"453Z","4523 Robertson St,  Houston,  Texas,  77009","Trim 20"" shumard oak infront and 24"" pecan on side of address for deadwood removal ",TREEMAINTENANCE,"2024-07-29 13:18:00",FY25 - Prime Trees,178.5,Invoice #173026.,"4, ZONE","210857,217059","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,56,"210857","217059","","","","","","",""
383238,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 13:30:00","2024-08-28 13:30:00","2024-10-04 12:00:00","2025-04-30 12:00:00",E,"618D","Bay Area Blvd & Brook Forest Dr, Houston, Texas, 77059",Remove 3 dead pine trees on bay area blvd median close to the Armand bayou and grind stump.  ,TREEMAINTENANCE,"2024-07-29 13:30:00",FY25 - Prime Trees,693.0,Invoice #181409.,"5, ZONE","209207,209357","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,208,"209207","209357","","","","","","",""
383240,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 13:37:00","2024-08-28 13:37:00","2024-10-03 12:00:00","2025-06-10 12:00:00",C,"492H","1025 Bonner St,  Houston,  Texas,  77007",Prune 2 Hackberry trees behind property in ally for 8' roof clearance and away from building ,TREEMAINTENANCE,"2024-07-29 13:37:00",FY25 - Prime Trees,178.5,Invoice #184157.,"2, ZONE","211355","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,250,"211355","","","","","","","",""
383241,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 13:38:00","2024-07-30 13:38:00","2024-08-02 12:00:00","2024-11-14 12:00:00",H,"453V","4803 Elser St, Houston, Texas, 77009","Remove 22"" hackberry on cavalcade side of address leaning on comm. Wires and over street. High priority ",TREEMAINTENANCE,"2024-07-29 13:38:00",Hurricane Beryl - 7/8/24,246.75,Invoice #172897.,"4, ZONE","210774","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,1,104,"210774","","","","","","","",""
383242,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 14:02:00","2024-08-28 14:02:00","2024-10-04 12:00:00","2024-11-11 12:00:00",I,"534R","6767 Long Dr,  Houston,  Texas,  77087"," Prune two Chinese tallow tree (17"" & 25"") for street clearance, at indicated location (100 ft northwest from bus stop.  ",TREEMAINTENANCE,"2024-07-29 14:02:00",FY25 - Prime Trees,178.5,Invoice #172587.,"6, ZONE","209014","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,38,"209014","","","","","","","",""
383243,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 14:14:00","2024-08-28 14:14:00","2024-10-04 12:00:00","2024-11-11 12:00:00",I,"534V","6819 Roxbury Rd,  Houston,  Texas,  77087"," Prune 32"" water oak tree obstructing streetlight, at indicated location     ",TREEMAINTENANCE,"2024-07-29 14:14:00",FY25 - Prime Trees,105.0,Invoice #172587.,"6, ZONE","208923","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,38,"208923","","","","","","","",""
383252,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 15:22:00","2024-07-30 15:22:00","2024-08-02 12:00:00","2024-09-30 12:00:00",E,"536S","5400 N Shady Creek Dr,  Houston,  Texas,  77017","Prune 24"" live oak for broken and hanging limbs, at indicated location, low priority  ",TREEMAINTENANCE,"2024-07-29 15:22:00",Hurricane Beryl - 7/8/24,89.25,Invoice #170432,"5, ZONE","211671","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,1,59,"211671","","","","","","","",""
383253,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 15:37:00","2024-07-30 15:37:00","2024-08-02 12:00:00","2024-09-30 12:00:00",E,"536T","5750 Meadow Creek Ln,  Houston,  Texas,  77017","Prune 25"" water oak tree for broken and hanging limbs, at indicated location.  Low priority ",TREEMAINTENANCE,"2024-07-29 15:37:00",Hurricane Beryl - 7/8/24,94.5,Invoice #170432,"5, ZONE","211719","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,1,59,"211719","","","","","","","",""
383254,REMOVAL BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE","2024-07-29 15:40:00","2024-07-30 15:40:00","2024-07-29 15:40:00","2025-01-03 12:00:00","01","453C","10109 Silvercrest St,  Houston,  Texas,  77076","Remove 30"" trunk remaining in front of address. Just cut what you can from the trunk until we can schedule with Heavy Construction to remove the entire rootball.",TREEMAINTENANCE,"2024-07-29 15:40:00","",435.75,"As of 01/03/2025, tree removed. See photos attached. Cancel work order.","4, ZONE","210827","07 - Canceled. Work already completed upon arrival.",Tree Trim,Tree Trim Inspection,0,1,157,"210827","","","","","","","",""
383255,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 16:10:00","2024-08-28 16:10:00","2024-08-02 12:00:00","2024-11-06 12:00:00",I,"535P","4034 Broadway St,  Houston,  Texas,  77087","Remove two Hackberry (19"" 18""); one fallen on the ground, one is leaning fence, on alleyway. 713-553-1813 for more information. Trees are dangerous.",TREEMAINTENANCE,"2024-07-29 16:10:00",Hurricane Beryl - 7/8/24,315.0,Invoice #172437.,"6, ZONE","211765","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,30,96,"211765","","","","","","","",""
383256,EMERGENCY REMOVAL BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE","2024-07-29 16:16:00","2024-07-30 16:16:00","2024-07-29 16:16:00","2024-07-31 13:41:00","06","454F","4111 Laura Koppe Rd, Houston, Texas, 77093",Remove fallen American elm infront of address that is blocking westbound lane of traffic and could fall. High priority ,TREEMAINTENANCE,"2024-07-29 16:16:00",Hurricane Beryl - 7/8/24,89.25,"(Copied from Service Request 211784): ""Split American elm hanging on streetlight wire infront of 4114 laura koppe. Called Centerpoint and reported the emergency. Tree is blocking lane of traffic""","4, ZONE","211776,211784,211806","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,1,1,"211776","211784","211806","","","","","",""
383257,EMERGENCY DEBRIS PICK-UP,2,CLOSED,"UF, IN-HOUSE","2024-07-29 16:40:00","2024-08-08 16:40:00","2024-07-30 12:00:00","2024-07-30 12:00:00",I,"535J","7439 Arnim St,  Houston,  Texas,  77087","Pickup debris (not from berry storm), at indicated location     ",TREEMAINTENANCE,"2024-07-29 16:40:00",Hurricane Beryl - 7/8/24,0.0,Refer to Storm Debris Collection - 2400315365 - 7439 ARNIM ST,"6, ZONE","211655","04 - Canceled. Re-created as a Service Request.",Tree Trim,Tree Trim Inspection,0,10,0,"211655","","","","","","","",""
383258,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 17:07:00","2024-08-28 17:07:00","2024-09-24 12:00:00","2025-01-10 12:00:00",I,"535F","1612 Fennell St,  Houston,  Texas,  77012","Prune 15"" Crape Myrtle obstructing stop sign view at indicatedlocation. ",TREEMAINTENANCE,"2024-07-29 17:07:00",FY25 - Prime Trees,84.0,Invoice #175213.,"5, ZONE","211627","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,108,"211627","","","","","","","",""
383259,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-29 17:28:00","2024-08-28 17:28:00","2024-12-10 12:00:00","2024-12-18 12:00:00",I,"535F","1514 Reese St,  Houston,  Texas,  77012"," Prune two water oak trees for roof ans wall clearance, behind the property, at indicated location          ",TREEMAINTENANCE,"2024-07-29 17:28:00",FY25 - Prime Trees,178.5,Invoice #174350.,"5, ZONE","209061,209578","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,30,8,"209061","209578","","","","","","",""
383267,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE","2024-07-30 07:34:00","2024-08-09 07:34:00","2024-07-30 07:34:00","2025-02-18 14:22:00","07","493G","2209 Keene St,  Houston,  Texas,  77009"," Prune 5"" Bold cypress for sidewalk clearance, at indicated location ",TREEMAINTENANCE,"2024-07-30 07:34:00","",61.95,"(Copied from Service Request 211295): ""Wide tall bushes unable to walk on the sidewalk due to tree limbs""","4, ZONE","211295","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,10,203,"211295","","","","","","","",""
383269,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-30 07:49:00","2024-08-29 07:49:00","2024-11-15 12:00:00","2025-01-23 12:00:00",B,"412S","7425 Cora St,  Houston,  Texas,  77088",Trim the low hanging limbs of private pecan across the street of given address 14ft above street.,TREEMAINTENANCE,"2024-07-30 07:49:00",FY25 - Prime Trees,135.45,Invoice #175528.,"3, ZONE","211777","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,69,"211777","","","","","","","",""
383270,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-30 08:05:00","2024-08-29 08:05:00","2024-11-13 12:00:00","2024-11-19 12:00:00",H,"493H","1623 Terry St,  Houston,  Texas,  77009","Prune 23"" American Sycamore for limbs over roof,  broken and hanging branches and deadwood, at indicated address,  along Harrington St -",TREEMAINTENANCE,"2024-07-30 08:05:00",FY25 - Prime Trees,89.25,Invoice #173753.,"4, ZONE","211165","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,30,6,"211165","","","","","","","",""
383273,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR","2024-07-30 08:21:00","2025-07-30 08:21:00","2024-07-30 08:21:00","2024-07-30 12:00:00",D,"533U","8122 Corinth St,  Houston,  Texas,  77051","2 Live Oak - 1 1/2"" caliper ",TREEPLANTING,"2024-07-30 08:21:00","",0.0,"(Copied from Service Request 209556): ""Customer replied, 'How are you. I Hope everything is well with you.
Please find attached revised A1.00 for your review.
Let me know if you have any questions.""

See email attached.""","6, ZONE","209556","00 - Work completed by in-house or contractor.",Tree Protection Rev,Tree Protection Review Inspection,6,365,0,"209556","","","","","","","",""
383278,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR","2024-07-30 08:49:00","2025-07-30 08:49:00","2024-07-30 08:49:00","2024-07-30 12:00:00",E,"576F","523 Shawnee St,  Houston,  Texas,  77034","1 Live Oak - 1 1/2"" caliper ",TREEPLANTING,"2024-07-30 08:49:00","",0.0,"(Copied from Service Request 209790): ""20"" Sycamore is on private.  Very good crown and overall  healthy. Some evidence of borer present though, which is not impacting overall health of this tree significantly.  Tree is good. Just need to make sure w","5, ZONE","209790","00 - Work completed by in-house or contractor.",Tree Protection Rev,Tree Protection Review Inspection,6,365,0,"209790","","","","","","","",""
383280,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-30 09:07:00","2024-08-29 09:07:00","2024-09-30 12:00:00","2024-11-09 12:00:00",B,"452A","5910 Shirley Mae Ln,  Houston,  Texas,  77091","Remove and stump grind one 28"" structurally compromised loblolly pine in RoW infront of the address.",TREEMAINTENANCE,"2024-07-30 09:07:00",Hurricane Beryl - 7/8/24,378.0,Invoice #172897.,"3, ZONE","211770","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,30,40,"211770","","","","","","","",""
383282,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-30 09:20:00","2024-08-29 09:20:00","2024-10-04 12:00:00","2025-04-15 12:00:00",D,"534F","5054 Nassau Rd,  Houston,  Texas,  77021",Remove one dead oak tree in front of the address.  ,TREEMAINTENANCE,"2024-07-30 09:20:00",FY25 - Prime Trees,446.25,Invoice #180320.,"6, ZONE","208994","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,30,193,"208994","","","","","","","",""
383284,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR","2024-07-30 09:48:00","2025-07-30 09:48:00","2024-07-30 09:48:00","2024-07-30 12:00:00",B,"454G","8909 Sandra St,  Houston,  Texas,  77016","2 Live Oak - 3"" caliper ",TREEPLANTING,"2024-07-30 09:48:00","",0.0,"(Copied from Service Request 210953): ""All trees on lot have been removed. Plan does not show current conditions. Plan meets planting requirements ""","4, ZONE","210953","00 - Work completed by in-house or contractor.",Tree Protection Rev,Tree Protection Review Inspection,6,365,0,"210953","","","","","","","",""
383285,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2024-07-30 10:07:00","2024-07-31 10:07:00","2024-08-02 12:00:00","2025-04-11 12:00:00",A,"411Q","5707 Arncliffe Dr (Inwood Forest Park - Golf Course)",Remove fallen hackberry at backside of address in Inwood forest park/golf course. Can access area by 7802 Antoine Dr. Remove from private yard and set debris aside there. ,TREEMAINTENANCE,"2024-07-30 10:07:00",Hurricane Beryl - 7/8/24,89.25,Invoice #180106.,"3, ZONE","211801","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,1,252,"211801","","","","","","","",""
383286,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,ISSUED,"UF, CONTRACTOR","2024-07-30 10:23:00","2024-08-09 10:23:00","2024-10-09 12:00:00","2024-08-09 10:23:00",I,"535A","7433 Erath St,  Houston,  Texas,  77023",Remove one crape myrtle in front of the address and grind stump.,TREEMAINTENANCE,"2024-07-30 10:23:00",Hurricane Beryl - 7/8/24,141.75,"(Copied from Service Request 211827): ""Also provided an Adopt a tree form.""","5, ZONE","211827","10 - Escalated Work Order",Tree Removal,Tree Removal Inspection,0,10,-62,"211827","","","","","","","",""
