RequestId,Problem Code,Date Initiated,Description,Priority,Category,Submit To,Dispatch To,Address,Zone,Council District,Keymap,Zip Code,Status
222402,Tree Trim,2025-05-16 05:17 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - CASTILLO, ALEJANDRO","4538 Phlox St,  Houston,  Texas,  77051","6, ZONE",D,573D,77051,CLOSED
222403,Tree Removal,2025-05-16 08:09 PM,Tree Removal Inspection,3,TREEMAINTENANCE,"UF - CPH, PHONE","UF - JONES, CODY","402 Byrne St,  Houston,  Texas,  77009","3, ZONE",H,493B,77009,ROUTE
222404,Tree Trim,2025-05-16 10:00 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - CASTILLO, ALEJANDRO","9205 Clinton Dr,  Houston,  Texas,  77029","5, ZONE",I,495Y,77029,CLOSED
222405,Tree Removal,2025-05-17 09:27 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - JONES, CODY","2601 Hardy St,  Houston,  Texas,  77009","4, ZONE",H,493D,77009,CLOSED
222406,Tree Trim,2025-05-17 09:57 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - JONES, CODY","6001 Kiam St,  Houston,  Texas,  77007","3, ZONE",C,492B,77007,CLOSED
222407,Tree Trim,2025-05-17 10:00 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - JONES, CODY","4806 Cetti St,  Houston,  Texas,  77009","4, ZONE",H,453V,77009,CLOSED
222408,Tree Trim,2025-05-17 10:06 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - JONES, CODY","4798 Cetti St,  Houston,  Texas,  77009","4, ZONE",H,453Z,77009,CLOSED
222411,Tree Trim,2025-05-17 01:18 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CDY, D365","UF - JONES, CODY","533 Branard St,  Houston,  Texas,  77006","2, ZONE",C,493S,77006,CLOSED
222412,Tree Trim,2025-05-17 03:04 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - JONES, CODY","513 Branard St,  Houston,  Texas,  77006","2, ZONE",C,493S,77006,CLOSED
222413,Tree Removal,2025-05-17 04:10 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CDH, DOOR HANGER","UF - LEIJA, DANIEL","2232 Tangley St,  Houston,  Texas,  77005","7, ZONE",C,532C,77005,CLOSED
222414,Tree Removal,2025-05-17 05:07 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - ERICKSON, IAN","9104 Mesa Dr,  Houston,  Texas,  77028","4, ZONE",B,455G,77078,CLOSED
222415,Tree Trim,2025-05-17 05:28 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CIP, IN-PERSON","UF - ERICKSON, IAN","6535 Hollow Oaks Dr,  Houston,  Texas,  77050","4, ZONE",B,415E,77050,CLOSED
222416,Tree Removal,2025-05-17 05:40 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - ERICKSON, IAN","3814 Villa Glen Dr,  Houston,  Texas,  77088","3, ZONE",A,411Q,77088,CLOSED
222417,Tree Trim,2025-05-17 09:26 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - CASTILLO, ALEJANDRO","8020 Braesmain Dr,  Houston,  Texas,  77025","7, ZONE",K,532L,77025,CLOSED
222418,Tree Removal,2025-05-17 11:47 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - LEIJA, DANIEL","4721 Willowbend Blvd,  Houston,  Texas,  77035","7, ZONE",K,531Z,77035,CLOSED
222419,Tree Removal,2025-05-18 09:22 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - CASTILLO, ALEJANDRO","5026 Van Fleet St,  Houston,  Texas,  77033","6, ZONE",D,533V,77033,CLOSED
222420,Tree Trim,2025-05-18 11:05 AM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - JONES, CODY","429 W 26Th St,  Houston,  Texas,  77008","3, ZONE",C,452V,77008,ROUTE
222421,Tree Trim,2025-05-18 01:14 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - JONES, CODY","1902 Brimberry St,  Houston,  Texas,  77018","3, ZONE",C,452J,77018,CLOSED
222422,Tree Trim,2025-05-18 02:29 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NAS, NO ANSWER","UF - JONES, CODY","1807 Studewood St,  Houston,  Texas,  77008","3, ZONE",C,453S,77008,CLOSED
222423,Tree Trim,2025-05-18 03:23 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - LEIJA, DANIEL","5704 Hillcroft Ave,  Houston,  Texas,  77036","2, ZONE",J,530D,77036,CLOSED
222425,Tree Removal,2025-05-18 07:12 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - JONES, CODY","299 Welch St,  Houston,  Texas,  77006","2, ZONE",C,493N,77006,CLOSED
222426,Tree Removal,2025-05-18 07:33 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - JONES, CODY","1001 Marjorie St,  Houston,  Texas,  77088","3, ZONE",B,412T,77088,CLOSED
222428,Tree Trim,2025-05-18 10:07 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - JONES, CODY","9564 Memorial Dr,  Houston,  Texas,  77024","2, ZONE",A,491C,77024,CLOSED
222429,Tree Removal,2025-05-19 12:37 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CIP, IN-PERSON","UF - LEIJA, DANIEL","4502 Almeda Rd,  Houston,  Texas,  77004","7, ZONE",D,493X,77004,CLOSED
222435,Tree Trim,2025-05-19 08:39 AM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","7523 Jalna St,  Houston,  Texas,  77055","3, ZONE",A,451T,77055,ROUTE
222437,Tree Trim,2025-05-19 08:51 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CDY, D365","UF - CASTILLO, ALEJANDRO","6030 Westover St,  Houston,  Texas,  77033","6, ZONE",D,534X,77033,CLOSED
222440,Tree Trim,2025-05-19 09:51 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","1106 Post St,  Houston,  Texas,  77022","4, ZONE",H,453M,77022,CLOSED
222442,Tree Trim,2025-05-19 10:39 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - LEIJA, DANIEL","13203 Grantmoor Ln,  Houston,  Texas,  77045","7, ZONE",K,571M,77045,CLOSED
222444,Tree Removal,2025-05-19 11:48 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - CASTILLO, ALEJANDRO","7115 Cayton St,  Houston,  Texas,  77061","6, ZONE",I,574D,77061,CLOSED
222445,Tree Trim,2025-05-19 11:51 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - ERICKSON, IAN","Tangle Lake Dr & Seven Oaks Dr,  Kingwood,  Texas,  77339","4, ZONE",E,336G,77339,CLOSED
222446,Tree Trim,2025-05-19 12:12 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - ERICKSON, IAN","11027 Spottswood Dr,  Houston,  Texas,  77016","4, ZONE",B,415S,77016,CLOSED
222447,Tree Trim,2025-05-19 12:24 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CDH, DOOR HANGER","UF - LEIJA, DANIEL","211 Tabor St,  Houston,  Texas,  77009","3, ZONE",H,453X,77009,CLOSED
222450,Tree Trim,2025-05-19 01:10 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - CASTILLO, ALEJANDRO","230 Bryan St,  Houston,  Texas,  77011 (Harrisburg Hike and Bike Trail)","5, ZONE",H,494T,77011,CLOSED
222454,Tree Trim,2025-05-19 02:07 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CIP, IN-PERSON","UF - CASTILLO, ALEJANDRO","8626 Josie St,  Houston,  Texas,  77029","5, ZONE",B,495L,77029,CLOSED
222455,Tree Trim,2025-05-19 02:16 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CIP, IN-PERSON","UF - JONES, CODY","901 Richmond Ave,  Houston,  Texas,  77006","2, ZONE",C,493W,77006,CLOSED
222456,Tree Trim,2025-05-19 02:22 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - ERICKSON, IAN","1814 Semmes St,  Houston,  Texas,  77026","4, ZONE",B,494E,77026,CLOSED
222457,Tree Trim,2025-05-19 02:25 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NAS, NO ANSWER","UF - LEIJA, DANIEL","8307 Lavender St,  Houston,  Texas,  77016","4, ZONE",B,454G,77016,CLOSED
222458,Tree Stump Grinding,2025-05-19 02:40 PM,Tree Stump Inspection,3,TREEMAINTENANCE,"UF - CPH, PHONE","UF - JONES, CODY","2145 Sul Ross St,  Houston,  Texas,  77098","2, ZONE",C,492U,77098,ROUTE
222459,Tree Removal,2025-05-19 02:46 PM,Tree Removal Inspection,3,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","6126 Tyne St,  Houston,  Texas,  77007","2, ZONE",C,492F,77007,ROUTE
222462,Tree Removal,2025-05-19 03:01 PM,Tree Removal Inspection,3,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","Woodbury St & Cambridge St,  Houston,  Texas,  77030","7, ZONE",D,533E,77030,ROUTE
222465,Tree Trim,2025-05-19 03:34 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","12318 Braesridge Dr,  Houston,  Texas,  77071","7, ZONE",K,570G,77071,CLOSED
222466,Tree Removal,2025-05-19 04:01 PM,Tree Removal Inspection,1,TREEMAINTENANCE,,"UF - CASTILLO, ALEJANDRO","5229 Kenilwood Dr,  Houston,  Texas,  77033 (Hazard Tree Removal Program)","6, ZONE",D,534S,77033,ROUTE
222467,Tree Removal,2025-05-19 04:01 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - NAS, NO ANSWER","UF - JONES, CODY","Ralph St & Missouri St,  Houston,  Texas,  77006","2, ZONE",C,492V,77006,CLOSED
222469,Tree Removal,2025-05-19 05:22 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - JONES, CODY","Ralph St & Missouri St,  Houston,  Texas,  77006","2, ZONE",C,492V,77006,CLOSED
222470,Tree Removal,2025-05-19 05:52 PM,Tree Removal Inspection,1,TREEMAINTENANCE,"UF - CIP, IN-PERSON","UF - LEIJA, DANIEL","1717 W 23Rd St,  Houston,  Texas,  77008","3, ZONE",C,452T,77008,ROUTE
222471,Tree Trim,2025-05-19 10:38 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - JONES, CODY","12550 Vindon Dr,  Houston,  Texas,  77024 (Memorial Middle School)","2, ZONE",G,489D,77024,CLOSED
222472,Tree Stump Grinding,2025-05-20 01:12 AM,Tree Stump Inspection,0,TREEMAINTENANCE,"UF - CDY, D365","UF - ERICKSON, IAN","T.C. Jester Blvd & Latexo Dr,  Houston,  Texas,  77018 (T C Jester Park)","3, ZONE",C,451H,77018,CLOSED
222473,Tree Removal,2025-05-20 01:34 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - ERICKSON, IAN","8321 Madera Rd,  Houston,  Texas,  77078","4, ZONE",B,415Y,77078,CLOSED
222474,Tree Removal,2025-05-20 05:49 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - ERICKSON, IAN","W 18th St & Millwood Dr,  Houston,  Texas,  77008","3, ZONE",C,452S,77008,CLOSED
222479,Tree Removal,2025-05-20 08:02 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CEM, EMAIL","UF - POLOVTSEV, SERA","5803 Navigation Blvd,  Houston,  Texas,  77011","5, ZONE",H,494Q,77011,CLOSED
222480,Tree Trim,2025-05-20 08:08 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","10219 Ney St,  Houston,  Texas,  77034","5, ZONE",E,576F,77034,CLOSED
222481,Tree Trim,2025-05-20 08:20 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - JONES, CODY","942 Patchester Dr,  Houston,  Texas,  77079","2, ZONE",G,489B,77079,CLOSED
222482,Tree Trim,2025-05-20 08:23 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - JONES, CODY","942 Patchester Dr,  Houston,  Texas,  77079","2, ZONE",G,489B,77079,CLOSED
222483,Tree Trim,2025-05-20 08:35 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - JONES, CODY","1907 Spring St,  Houston,  Texas,  77007 (Heights Hike and Bike Trail)","2, ZONE",H,493F,77007,CLOSED
222484,Tree Trim,2025-05-20 08:53 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","5003 Poinciana Dr,  Houston,  Texas,  77092","3, ZONE",C,451L,77092,CLOSED
222485,Tree Removal,2025-05-20 09:02 AM,Tree Removal Inspection,3,TREEMAINTENANCE,"UF - CIP, IN-PERSON","UF - LEIJA, DANIEL","4501 University Oaks Blvd,  Houston,  Texas,  77004","6, ZONE",D,534A,77004,ROUTE
222486,Tree Removal,2025-05-20 09:20 AM,Tree Removal Inspection,1,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","1101 Wakefield Dr,  Houston,  Texas,  77018","3, ZONE",C,452P,77018,ROUTE
222488,Tree Trim,2025-05-20 09:29 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","6035 Westover St,  Houston,  Texas,  77033","6, ZONE",D,534X,77033,CLOSED
222490,Tree Trim,2025-05-20 10:26 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - ERICKSON, IAN","I-610 E & Yale St,  Houston,  Texas,  77008","3, ZONE",C,452R,77008,CLOSED
222491,Tree Trim,2025-05-20 10:26 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NAS, NO ANSWER","UF - JONES, CODY","8223 Kingsbrook Rd,  Houston,  Texas,  77024","2, ZONE",A,491B,77024,CLOSED
222492,Tree Trim,2025-05-20 10:29 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NAS, NO ANSWER","UF - JONES, CODY","200 Chimney Rock Rd,  Houston,  Texas,  77024","2, ZONE",A,491F,77024,CLOSED
222493,Tree Trim,2025-05-20 10:29 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NAS, NO ANSWER","UF - JONES, CODY","704 W Friar Tuck Ln,  Houston,  Texas,  77024","2, ZONE",A,491C,77024,CLOSED
222495,Tree Trim,2025-05-20 11:20 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - ERICKSON, IAN","3035 Hollister St,  Houston,  Texas,  77080","3, ZONE",A,450M,77080,CLOSED
222498,Tree Removal,2025-05-20 12:12 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CDH, DOOR HANGER","UF - LEIJA, DANIEL","2130 Lexford Ln,  Houston,  Texas,  77080","3, ZONE",A,450P,77080,CLOSED
222499,Tree Trim,2025-05-20 12:15 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","427 Leicester Ln,  Houston,  Texas,  77034","5, ZONE",E,617B,77034,CLOSED
222500,Tree Removal,2025-05-20 12:36 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - JONES, CODY","7618 Richmond Ave,  Houston,  Texas,  77063","2, ZONE",F,490Z,77063,CLOSED
222503,Tree Removal,2025-05-20 01:42 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CIP, IN-PERSON","UF - ERICKSON, IAN","10903 Dunvegan Way,  Houston,  Texas,  77013 (Herman Brown Park)","4, ZONE",I,496E,77013,CLOSED
222504,Tree Planting,2025-05-20 01:51 PM,Tree Planting Inspection,0,TREEPROTECTION,"UF - CVM, VOICEMAIL","UF - ERICKSON, IAN","1721 Crosstimbers St,  Houston,  Texas,  77093","4, ZONE",H,453M,77093,CLOSED
222505,Tree Trim,2025-05-20 02:33 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - ERICKSON, IAN","5633 Sheraton Oaks Dr,  Houston,  Texas,  77091","3, ZONE",A,411Y,77091,CLOSED
222506,Tree Trim,2025-05-20 02:36 PM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - CPH, PHONE","UF - JONES, CODY","2300 Allen Pkwy,  Houston,  Texas,  77019","2, ZONE",C,493J,77019,ROUTE
222507,Tree Trim,2025-05-20 02:42 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - LEIJA, DANIEL","3701 S Braeswood Blvd,  Houston,  Texas,  77025","7, ZONE",K,532N,77025,CLOSED
222508,Tree Trim,2025-05-20 02:48 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - ERICKSON, IAN","4719 N Wayside Dr,  Houston,  Texas,  77028","4, ZONE",B,455T,77028,CLOSED
222509,Tree Trim,2025-05-20 02:48 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - ERICKSON, IAN","530 Spell St,  Houston,  Texas,  77022","3, ZONE",H,453E,77022,CLOSED
222510,Tree Removal,2025-05-20 02:51 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","325 Oates Rd,  Houston,  Texas,  77013 (Herman Brown Park)","4, ZONE",I,495D,77013,CLOSED
222511,Tree Trim,2025-05-20 02:57 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","6500 Eastwood St,  Houston,  Texas,  77021","6, ZONE",D,533M,77021,CLOSED
222512,Tree Trim,2025-05-20 03:58 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","5701 Sugar Hill Dr,  Houston,  Texas,  77057","2, ZONE",G,491K,77057,CLOSED
222514,Tree Trim,2025-05-20 05:19 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - LEIJA, DANIEL","7614 Mosside St,  Houston,  Texas,  77021","6, ZONE",D,533P,77021,CLOSED
222515,Tree Removal,2025-05-20 05:40 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CIP, IN-PERSON","UF - ERICKSON, IAN","9639 Springview Ln,  Houston,  Texas,  77080","3, ZONE",A,450K,77080,CLOSED
222517,Tree Trim,2025-05-20 06:52 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - LEIJA, DANIEL","1510 Reseda Dr,  Houston,  Texas,  77062","5, ZONE",E,618K,77062,CLOSED
222518,Tree Trim,2025-05-20 07:49 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","2003 Bissonnet St,  Houston,  Texas,  77005","7, ZONE",C,492Z,77005,CLOSED
222519,Tree Trim,2025-05-21 03:53 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","11523 Herald Square Dr,  Houston,  Texas,  77099","2, ZONE",F,529P,77099,CLOSED
222531,Tree Trim,2025-05-21 08:09 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - ERICKSON, IAN","8214 Magna St,  Houston,  Texas,  77093","4, ZONE",H,454F,77093,CLOSED
222533,Tree Trim,2025-05-21 08:33 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - JONES, CODY","10105 Memorial Dr,  Houston,  Texas,  77024","2, ZONE",A,491F,77024,CLOSED
222534,Tree Trim,2025-05-21 09:04 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","5426 Ariel St,  Houston,  Texas,  77096","7, ZONE",C,531P,77096,CLOSED
222535,Tree Trim,2025-05-21 09:04 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","337 Yale St,  Houston,  Texas,  77007","3, ZONE",C,492H,77007,CLOSED
222536,Tree Removal,2025-05-21 09:16 AM,Tree Removal Inspection,3,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","2715 La Branch St,  Houston,  Texas,  77004","2, ZONE",D,493U,77004,ROUTE
222540,Tree Trim,2025-05-21 10:28 AM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - CPH, PHONE","UF - CASTILLO, ALEJANDRO","513 Estelle St,  Houston,  Texas,  77003","5, ZONE",H,494P,77003,ROUTE
222541,Tree Trim,2025-05-21 10:40 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - NCI, NO CONTACT INFO","UF - CASTILLO, ALEJANDRO","6143 Belmark St,  Houston,  Texas,  77033","6, ZONE",D,534Y,77033,CLOSED
222543,Tree Removal,2025-05-21 11:22 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CIP, IN-PERSON","UF - CASTILLO, ALEJANDRO","7113 Keller St,  Houston,  Texas,  77087","5, ZONE",I,535E,77087,CLOSED
222545,Tree Trim,2025-05-21 11:59 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","5046 Castlecreek Ln,  Houston,  Texas,  77053","7, ZONE",K,571Z,77053,CLOSED
222546,Tree Trim,2025-05-21 12:01 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - JONES, CODY","1119 E Crosstimbers St,  Houston,  Texas,  77022","4, ZONE",H,453M,77022,CLOSED
222548,Tree Removal,2025-05-21 12:28 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - CASTILLO, ALEJANDRO","8413 Jet Pilot Ave,  Houston,  Texas,  77075","6, ZONE",I,575L,77075,CLOSED
222552,Tree Trim,2025-05-21 02:23 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CIP, IN-PERSON","UF - CASTILLO, ALEJANDRO","4502 Park Dr,  Houston,  Texas,  77023","5, ZONE",I,494T,77023,CLOSED
222554,Tree Trim,2025-05-21 02:29 PM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - ERICKSON, IAN","5230 Tautenhahn Rd,  Houston,  Texas,  77016","4, ZONE",B,414V,77016,ROUTE
222555,Tree Trim,2025-05-21 02:32 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - CASTILLO, ALEJANDRO","11506 Sagegrove Ln,  Houston,  Texas,  77089","6, ZONE",D,576Y,77089,CLOSED
222557,Tree Removal,2025-05-21 02:47 PM,Tree Removal Inspection,3,TREEMAINTENANCE,"UF - CPH, PHONE","UF - ERICKSON, IAN","9001 Mesa Dr,  Houston,  Texas,  77028 (New Day Deliverance Holiness Church)","4, ZONE",B,455G,77028,ROUTE
222559,Tree Trim,2025-05-21 03:17 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - ERICKSON, IAN","8121 Laura Koppe Rd,  Houston,  Texas,  77028","4, ZONE",B,455F,77028,CLOSED
222560,Tree Trim,2025-05-21 03:23 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - JONES, CODY","800 Heights Blvd,  Houston,  Texas,  77007","3, ZONE",C,493A,77007,CLOSED
222561,Tree Removal,2025-05-21 04:05 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CDY, D365","UF - CASTILLO, ALEJANDRO","2001 Central St,  Houston,  Texas,  77017 (Milby Park - Soccer)","5, ZONE",I,535G,77017,CLOSED
222572,Tree Removal,2025-05-21 06:45 PM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CIP, IN-PERSON","UF - CASTILLO, ALEJANDRO","7250 Avenue K,  Houston,  Texas,  77011","5, ZONE",I,495S,77011,CLOSED
222573,Tree Trim,2025-05-21 07:57 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - ERICKSON, IAN","1013 Aurora St,  Houston,  Texas,  77009","3, ZONE",H,453T,77009,CLOSED
222574,Tree Trim,2025-05-21 08:12 PM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","5705 Fairdale Ln,  Houston,  Texas,  77057","2, ZONE",J,491X,77057,CLOSED
222578,Tree Trim,2025-05-22 06:08 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","540 W 34Th St,  Houston,  Texas,  77018","3, ZONE",C,452R,77018,CLOSED
222580,Tree Removal,2025-05-22 07:38 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","7410 Maple Tree Dr,  Houston,  Texas,  77088","3, ZONE",A,411U,77088,CLOSED
222583,Tree Removal,2025-05-22 08:09 AM,Tree Removal Inspection,0,TREEMAINTENANCE,"UF - CPH, PHONE","UF - LEIJA, DANIEL","301 Edgewood St,  Houston,  Texas,  77011 (Harrisburg Hike and Bike Trail)","5, ZONE",H,494T,77011,CLOSED
222593,Tree Removal,2025-05-22 09:30 AM,Tree Removal Inspection,1,TREEMAINTENANCE,"UF - CPH, PHONE","UF - CASTILLO, ALEJANDRO","3100 Bay Area Blvd,  Houston,  Texas,  77058","5, ZONE",E,618H,77058,ROUTE
222594,Tree Trim,2025-05-22 09:51 AM,Tree Trim Inspection,0,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","8055 Zimmermann Dr,  Houston,  Texas,  77088","3, ZONE",A,411P,77088,CLOSED
222595,Tree Code Violation,2025-05-22 09:57 AM,Tree Code Violation Inspection,0,TREEPROTECTION,"UF - CVM, VOICEMAIL","UF - LEIJA, DANIEL","S Sam Houston Pkwy W & W Bellfort Ave,  Houston,  Texas,  77031","7, ZONE",J,569D,77031,CLOSED
222599,Tree Removal,2025-05-22 10:28 AM,Tree Removal Inspection,3,TREEMAINTENANCE,"UF - CPH, PHONE","UF - CASTILLO, ALEJANDRO","10126 Torrington Ln,  Houston,  Texas,  77075","6, ZONE",D,576N,77075,ROUTE
222600,Tree Trim,2025-05-22 10:51 AM,Tree Trim Inspection,3,TREEMAINTENANCE,"UF - CVM, VOICEMAIL","UF - JONES, CODY","1310 Dorothy St,  Houston,  Texas,  77008","3, ZONE",C,452Z,77008,ROUTE
